Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"Cabot Global Investments","Cabot Global Investments",41445f25-d529-4338-9a52-a4f8ec21dba1,YES,YES,YES,"https://linkedin.com/in/cabot-global-investments","","Focused on the human capital technology sector","Seed"
"Caie Kelley","Caie Kelley",73c43c45-b0d6-451a-a158-7729987e3ce5,YES,NO,YES,"https://linkedin.com/in/caie-kelley","Caie Kelley is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Caie Kelley (Lowercarbon Capital)","Lowercarbon Capital",eae19f25-640b-444d-a505-2451bd236000,YES,YES,NO,"https://linkedin.com/in/caie-kelley","Partner at Lowercarbon Capital","SaaS; AI/ML","Seed; Series A"
"Caie Kelley (Lowercarboncapital)","Lowercarbon Capital",9f7c4450-cd98-4642-b8a4-a231530f92b7,YES,YES,NO,"https://linkedin.com/in/caie-kelley","Caie Kelley is a partner at Lowercarbon Capital. Climate tech focused on decarbonization","SaaS; AI/ML","Seed; Series A"
"Caitlin Pintavorn","Caitlin Pintavorn",646884b5-3094-478e-bb2d-591eea4d86bf,YES,YES,YES,"https://linkedin.com/in/caitlin-pintavorn","Partner, Investing & Research at Paradigm","SaaS; AI/ML","Seed; Series A"
"Caitlin Pomeranz","Caitlin Pomeranz",c0d987d4-e736-4eb7-8b1b-561315f9b066,YES,YES,YES,"","Partner at Nyca Partners","Technology","Seed; Series A"
"Camila Saruhashi","QED Investors",65a2ac7e-763c-4d1c-9b01-199232f357fd,YES,YES,YES,"https://linkedin.com/in/camila-saruhashi","Premier VC in the fintech space, investing in disruptive and empowering businesses.","Crypto/Blockchain; Fintech; InsureTech; Proptech","Pre-seed; Seed; Series A"
"Canaan Partners","Canaan Partners",9b5e131c-d2a3-46ad-81e7-afa9b3fcf2a5,YES,YES,YES,"https://linkedin.com/in/canaan-partners","","Biopharma; Enterprise Applications; FinTech; Health Care","Seed; Series A; Series B"
"Candy Ventures","Candy Ventures",e95feda2-418e-4691-8db3-6edd69316da5,YES,YES,NO,"https://linkedin.com/in/candy-ventures","","Gaming; Entertainment; Technology","Seed; Series A"
"Capital Association","Capital Association",96ad6745-aba0-4557-b37f-88d0c79c546b,YES,NO,NO,"https://linkedin.com/in/capital-association","Capital Association is a vc firm focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"Capital Factory","Capital Factory",d1411a69-b7f8-40c3-8e27-699c249fc5ca,YES,YES,YES,"https://linkedin.com/in/capital-factory","Joshua Baer CEO & Founder, 750+ startup investments, uses SPVs/Rolling Funds/Venture Funds","SaaS; AI/ML","Seed; Series A"
"Capital Innovators","Capital Innovators",9a310b0f-3e08-4fac-8f5d-4d84ee577b3e,YES,YES,YES,"https://linkedin.com/in/capital-innovators","","Industry/Sector Agnostic","Pre-Seed; Seed"
"Capital Technologies","Capital Technologies",300f29cf-f952-4833-a9f1-cf066304b223,YES,YES,YES,"https://linkedin.com/in/capital-technologies","","Industry/Sector Agnostic","Series B; Series C"
"CapitalT","CapitalT",1cc7d49c-7cbb-4271-9c6c-656b1077704a,YES,NO,YES,"https://linkedin.com/in/capitalt","CapitalT is a vc firm focused on Software technology, Northern Europe investing at Seed stage.","Software technology; Northern Europe","Seed"
"CapVest","CapVest",35d66958-2c13-42c7-88c0-bd5e2a2f19d8,YES,YES,YES,"https://linkedin.com/in/capvest","PE firm investing in specialty pharmacy and pharmaceutical assets","SaaS; AI/ML","Seed; Series A"
"Carleigh Morba (Index Ventures)","Index Ventures",6d2fee30-d351-4e0e-aca1-3a4c2c8a5342,YES,YES,NO,"https://linkedin.com/in/carleigh-morba","Carleigh Morba is a partner at Index Ventures. Backs exceptional entrepreneurs across US and Europe","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Carlo Biggio","Carlo Biggio",efbe6a33-5bc1-4834-997c-7e38fe3f6d9a,YES,YES,YES,"https://linkedin.com/in/carlo-biggio","Accel Partner based in London","SaaS; AI/ML","Seed; Series A"
"Carlo Rizzuto, Ph.D.","Carlo Rizzuto, Ph.D.",d0717744-aa1d-46aa-a071-97db8fedadf0,YES,NO,YES,"https://linkedin.com/in/carlo-rizzuto","Managing Director at Versantventures","SaaS; AI/ML","Seed; Series A"
"Carlo Rizzuto, Ph.D. (Versant Ventures)","Carlo Rizzuto, Ph.D. (Versant Ventures)",9b1bcfa5-bd09-44b9-8425-88621cc289bb,YES,YES,YES,"https://linkedin.com/in/carlo-rizzuto","Managing Director","SaaS; AI/ML","Seed; Series A"
"Carlos Gonzalez-Cadenas","Carlos Gonzalez-Cadenas",cfa728c7-24bc-479e-a6fc-a209315c4e8d,YES,NO,YES,"https://linkedin.com/in/carlos-gonzalez-cadenas","Carlos Gonzalez-Cadenas is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Carlos Gonzalez-Cadenas (Index Ventures)","Index Ventures",e1522021-d9d9-431e-8f78-34ea4eba1243,YES,YES,NO,"https://linkedin.com/in/carlos-gonzalez-cadenas","Carlos Gonzalez-Cadenas is a partner at Index Ventures. Backs exceptional entrepreneurs across US and Europe","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Carlyle Group","Carlyle Group",4db381d9-42a0-4d7f-b4cc-b914f46249d6,YES,YES,YES,"https://linkedin.com/in/carlyle-group","PE firm involved in $2.1bn Vantage deal with H&F","SaaS; AI/ML","Seed; Series A"
"Carmen Chang","Carmen Chang",2b516412-2315-472d-9b13-3095d0507eb6,YES,YES,YES,"https://linkedin.com/in/carmen-chang","Partner, Head of Asia","SaaS; AI/ML","Seed; Series A"
"Carmen Chang (Nea)","New Enterprise Associates",03eca4fc-bd99-4a61-8cf1-df4d056eef33,YES,YES,NO,"https://linkedin.com/in/carmen-chang","Carmen Chang is a partner at New Enterprise Associates. Stage-agnostic across technology and healthcare","Healthcare; Enterprise; Consumer","Seed; Series A; Series B; Growth"
"Carol Suh","Carol Suh",0d979db5-f521-444d-8847-99579f561634,YES,NO,YES,"https://linkedin.com/in/carol-suh","Carol Suh is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Carol Suh (Arch Venture Partners)","Carol Suh (Arch Venture Partners)",ccbfb2dc-0c75-4e50-9ba0-feed6480bf25,YES,NO,YES,"https://linkedin.com/in/carol-suh","Carol Suh is an investor at Carol Suh (Arch Venture Partners) focused on technology, HealthTech, Biotech investing at seed and series_a stage.","technology; HealthTech; Biotech","seed; series_a"
"Carol Suh (Archventure)","Carol Suh (Archventure)",81b5719b-de30-4a1a-ac25-5b37743e4e63,YES,NO,YES,"https://linkedin.com/in/carol-suh","Carol Suh is an investor at Archventure focused on SaaS, AI/ML, HealthTech investing at Seed and Series A stage.","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Caroline Newman (Accel)","Accel",7bbf341a-d699-4268-b9c3-faf1e56fd002,YES,YES,NO,"https://linkedin.com/in/caroline-newman","Based in Bay Area, Late Stage specialty, focuses on Cloud/SaaS, Enterprise, Security","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Caroline Weintraub","True Beauty Ventures",f6f3b4bb-f604-44e7-ac68-a228101eb456,YES,YES,YES,"https://linkedin.com/in/caroline-weintraub","","Consumer","Seed; Series A; Series B"
"Casey Aylward","Casey Aylward",ee5e10db-9f3f-4f38-853c-13b791461c42,YES,YES,YES,"https://linkedin.com/in/casey-aylward","Accel Partner based in Bay Area","SaaS; AI/ML","Seed; Series A"
"Cat Hernandez","The Venture Collective (TVC)",f695937a-aa3e-47d7-890c-6a7d7420da87,YES,NO,YES,"https://linkedin.com/in/cat-hernandez","Cat Hernandez is an investor at The Venture Collective (TVC) focused on Biotech, Climate, Consumer investing at Pre-seed and Seed stage.","Biotech; Climate; Consumer; Ecommerce; Education; Fintech; Healthcare; Marketplace; SaaS","Pre-seed; Seed"
"Caterina Fake","Caterina Fake",470934ac-4296-45be-9cf5-ba8f221a42b1,YES,YES,YES,"https://linkedin.com/in/caterina-fake","Founder of Yes VC","SaaS; AI/ML","Seed; Series A"
"Cathy Dring","Cathy Dring",f7d0fdfe-8185-4d0d-b838-8069f16afe83,YES,YES,YES,"https://linkedin.com/in/cathy-dring","Legal Counsel at Versantventures","SaaS; AI/ML","Seed; Series A"
"Cdixon","Cdixon",061c3f2f-66fc-49fc-954d-9a6546561013,YES,YES,NO,"https://linkedin.com/in/cdixon","","AI; SaaS; Blockchain","Seed; Series A"
"Cdixon","Cdixon",e2ebf585-f172-48bb-ad83-5989c218e1b8,YES,NO,NO,"https://linkedin.com/in/cdixon","Cdixon is a angel investor focused on AI, SaaS, Blockchain investing at Seed and Series A stage.","AI; SaaS; Blockchain","Seed; Series A"
"Cerberus Capital Management","Cerberus Capital Management",4fd8a32c-ad6c-4cd8-a8d1-fd9e9acf0d95,YES,NO,YES,"https://linkedin.com/in/cerberus-capital-management","Private equity firm acquiring EverZinc","SaaS; AI/ML","Seed; Series A"
"Cervin","Cervin",ce0ab077-c003-4198-bbd5-77e26f0b8e3e,YES,YES,YES,"https://linkedin.com/in/cervin","Cervin partners with product visionaries in Enterprise.","technology","seed; series_a"
"Cervin Ventures","Cervin Ventures",c422b0c8-e551-4f62-ad1d-3d14a00532cd,YES,YES,YES,"https://linkedin.com/in/cervin-ventures","Cervin Ventures partners with product visionaries in Enterprise.","technology","seed; series_a"
"CFA Vice (Northpondventures)","CFA Vice (Northpondventures)",51d1bfaa-9e6c-42d0-a467-0b81c7b51aaa,YES,YES,YES,"https://linkedin.com/in/cfa-vice","","SaaS; AI/ML","Seed; Series A"
"Chamath Palihapitiya","Chamath Palihapitiya",d7a07d61-5711-44b0-b236-c50de01bd902,YES,YES,YES,"https://linkedin.com/in/chamath-palihapitiya","Founder of Social Capital","SaaS; AI/ML","Seed; Series A"
"Chang Xu","Basis Set",6d38a899-5a4f-4b8c-b774-718f80a41d91,YES,NO,YES,"https://linkedin.com/in/chang-xu","Chang Xu is an investor at Basis Set focused on AI/ML, API investing at Pre-seed and Seed stage.","AI/ML; API","Pre-seed; Seed"
"change our fund","change our fund",df3a7f05-9513-475a-b002-f3a36c9d2234,YES,YES,NO,"https://linkedin.com/in/change-our-fund","","AI; SaaS; Fintech","Seed; Series A"
"Changemakers Private Equity","Changemakers Private Equity",309ff643-be2b-4202-8971-db783e6bc5b8,YES,YES,YES,"https://linkedin.com/in/changemakers-private-equity","","SaaS; AI/ML","Seed; Series A"
"Changemakers Private Equity","Changemakers Private Equity",e54b0194-6298-4580-8a59-5e575647f80f,YES,NO,YES,"https://linkedin.com/in/changemakers-private-equity","Changemakers Private Equity is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"charge of capital","charge of capital",9eae3bbe-4061-4696-9b7a-e2557e8c8f0e,YES,YES,YES,"https://linkedin.com/in/charge-of-capital","","SaaS; AI/ML","Seed; Series A"
"Charles Birnbaum","Charles Birnbaum",1544e806-513e-4eb3-a074-6c9dfdf77c26,YES,YES,YES,"https://linkedin.com/in/charles-birnbaum","Partner at Bessemer Venture Partners","SaaS; Cloud; Healthcare","Seed; Series A; Series B; Growth"
"Charles Hudson","Precursor Ventures",f4d1c205-4bac-457d-a4c4-7e505fa62628,YES,NO,YES,"https://linkedin.com/in/charleshudson","Former SoftTech VC partner. Focus on diverse founders and technical teams. 150+ investments.","AI/ML; API; Technology","Pre-seed; Seed"
"Charles Moldow","Charles Moldow",dc3d81c6-5aec-44a6-9b7a-932fbfa61f82,YES,YES,YES,"https://linkedin.com/in/charles-moldow","Partner at Nyca Partners","SaaS; AI/ML; Consumer; Fintech","Pre-Seed; Seed"
"Charlesbank Capital Partners","Charlesbank Capital Partners",b3764059-a0e1-4890-849b-525cb0ebe717,YES,NO,YES,"https://linkedin.com/in/charlesbank-capital-partners","PE firm investing in health tech firm HBox","SaaS; AI/ML","Seed; Series A"
"Charlesbank Technology Opportunities Fund II","Charlesbank Technology Opportunities Fund II",5b40d211-d1d5-49fe-a2ec-afc81f85cad1,YES,YES,YES,"","Discovered from: FinSMEs","SaaS","Seed; Series A"
"Charlie Curnin","Charlie Curnin",c32ab29a-0a80-4017-9ccb-b59aaf0f3ca4,YES,YES,YES,"https://linkedin.com/in/charlie-curnin","Sequoia Capital Partner focused on Seed/Early stage investments","SaaS; AI/ML","Seed; Series A"
"Charlie Curnin (Sequoiacap)","Sequoia Capital",a63e8c4d-79ff-46b0-a9c4-90a6275fdac8,YES,YES,NO,"https://linkedin.com/in/charlie-curnin","Seed/Early stage investor at Sequoia Capital","AI/ML; SaaS; Consumer; Fintech","Seed; Series A; Series B; Growth"
"Charlie Ferguson","Charlie Ferguson",2575b7c4-1b4b-4e5d-8642-b46798709f56,YES,YES,YES,"https://linkedin.com/in/charlie-ferguson","Senior Associate, Capital Markets at Lightspeed","SaaS; AI/ML","Seed; Series A"
"Charlie Ferguson (Lightspeed)","Lightspeed Venture Partners",7d57488e-cd48-4133-a285-6f1014500688,YES,YES,NO,"https://linkedin.com/in/charlie-ferguson","Senior Associate, Capital Markets at Lightspeed, US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Charlie Ferguson Senior (Lsvp)","Charlie Ferguson Senior (Lsvp)",ffed0eb4-3d58-48ae-92a1-f4e59d80032d,YES,YES,YES,"https://linkedin.com/in/charlie-ferguson-senior","","SaaS; AI/ML","Seed; Series A"
"Charlie Pinto","Bling Capital",60d13352-bc44-4d8b-8386-059e033f8b80,YES,YES,YES,"https://linkedin.com/in/charlie-pinto","","Consumer; Marketplace","Pre-seed; Seed; Series A"
"Charlie Waite","Charlie Waite",943e148a-8985-4a2f-97b4-d6e9c400e41e,YES,YES,YES,"https://linkedin.com/in/charlie-waite","Founding Partner at Greylock, joined in 1966, board member","Enterprise; SaaS; Consumer","Seed; Series A; Series B"
"Charlie Waite (Greylock)","Greylock Partners",c1accecd-e183-4152-9a4f-052782dc2dee,YES,YES,NO,"https://linkedin.com/in/charlie-waite","Founding Partner - Pioneer in venture capital, joined from American Research and Development","Enterprise; SaaS; Consumer; AI/ML","Seed; Series A; Series B"
"Charlotte Chapanoff","Charlotte Chapanoff",8aa6437e-e4cf-4ba5-a234-b46c3d4dba3e,YES,NO,YES,"https://linkedin.com/in/charlotte-chapanoff","Head of Marketing & Global Events at Boldstart","SaaS; AI/ML","Seed; Series A"
"Charlotte Chapanoff (Boldstart)","Charlotte Chapanoff (Boldstart)",9e79fd91-a2a4-40b8-b506-49bc1164860f,YES,YES,YES,"https://linkedin.com/in/charlotte-chapanoff","Head of Marketing & Global Events","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Chase Coleman","Chase Coleman",2102ab55-5565-4f2e-a080-e1c037447a4d,YES,YES,YES,"https://linkedin.com/in/chase-coleman","Founder of Tiger Global Management","SaaS; AI/ML","Seed; Series A"
"Chase Coleman (Tiger Global)","Tiger Global",b40644b9-77bb-4001-addf-4f546bce1611,YES,YES,NO,"https://linkedin.com/in/chase-coleman","Partner at Tiger Global Management","SaaS; Consumer; Fintech","Series B; Growth"
"Chi An","Chi An",59b5f770-f86f-40b5-887b-f3c51a059e85,YES,YES,YES,"https://linkedin.com/in/chi-an","Controller at Initialized","SaaS; AI/ML","Seed; Series A"
"Chi An (Initialized)","Initialized Capital",373dc949-7f6a-4474-a141-f552b51d54f9,YES,YES,NO,"https://linkedin.com/in/chi-an","Chi An is a partner at Initialized Capital. Backs technical founders at pre-seed and seed","SaaS; Consumer; Developer Tools; AI/ML","Pre-Seed; Seed"
"Chicago Ventures","Chicago Ventures",e542ee04-8217-4a20-a9aa-0284386678c5,YES,YES,YES,"https://linkedin.com/in/chicago-ventures","","Tech startups in central US","Seed; Series A; Series B"
"Chief Financial Officer (Northpondventures)","Chief Financial Officer (Northpondventures)",413283c8-fdb7-4973-bec2-ec77a573317e,YES,YES,YES,"https://linkedin.com/in/chief-financial-officer","","SaaS; AI/ML","Seed; Series A"
"Chika Nakasu (Playground)","Playground Global",4539df05-4215-4337-a56c-a40e2d499576,YES,YES,NO,"https://linkedin.com/in/chika-nakasu","Executive Manager at Playground","SaaS; AI/ML; DeepTech; Robotics; Materials","Seed; Series A"
"ChinEvents CoordinatorRichard AlfonsiBoard (Firstround)","ChinEvents CoordinatorRichard AlfonsiBoard (Firstround)",1f8afbd9-3874-41b0-a6f8-c6d974376cd0,YES,YES,YES,"https://linkedin.com/in/chinevents-coordinatorrichard-alfonsiboard","","AI; SaaS; Consumer","Seed; Series A"
"Chingona Ventures","Chingona Ventures",5a2b1bee-ca47-4d25-b030-7a6dfb58b5ba,YES,NO,YES,"","Chingona Ventures is a venture capital firm focused on AI/ML investing at Seed and Series A stage.","AI/ML","Seed; Series A"
"Chitranjan Jain","Chitranjan Jain",432b4f64-d930-4b1c-8a06-beeb37aae5ff,YES,NO,YES,"https://linkedin.com/in/chitranjan-jain","Accel Partner based in Bangalore","SaaS; AI/ML","Seed; Series A"
"Chris Bischoff","Chris Bischoff",a88f154c-c3a5-45b6-a9ef-33cd460a670b,YES,YES,YES,"https://linkedin.com/in/chris-bischoff","COO GC Capital & Managing Director","SaaS; AI/ML","Seed; Series A"
"Chris Bischoff (General Catalyst)","General Catalyst",e780727c-e5d0-4974-b0f9-557d992f92dd,YES,YES,NO,"https://linkedin.com/in/chris-bischoff","COO GC Capital & Managing Director at General Catalyst","SaaS; Consumer; Fintech; Healthcare; Defense; AI/ML","Seed; Series A; Series B; Growth"
"Chris Dixon","Chris Dixon",31209e19-96e3-4ee8-9633-bbfc96538300,YES,YES,YES,"https://linkedin.com/in/chris-dixon","Leads A16Z crypto fund, entrepreneur, VC, author of Read Write Own","SaaS; AI/ML","Seed; Series A"
"Chris Dixon (Andreessen Horowitz)","Andreessen Horowitz",9a11e1f6-43d4-4606-9e06-014832828b3f,YES,YES,NO,"https://linkedin.com/in/chris-dixon","Partner at a16z focusing on web3 investments","AI/ML; Crypto; SaaS; Consumer; Defense; Robotics","Seed; Series A; Series B; Growth"
"Chris Dixon Founder (A16zcrypto)","Andreessen Horowitz",cbd157c7-af92-4424-9a95-a741d100e73c,YES,YES,NO,"https://linkedin.com/in/chris-dixon-founder","Chris Dixon Founder is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI/ML; Crypto; SaaS; Consumer; Defense; Robotics","Seed; Series A; Series B; Growth"
"Chris Fralic","Chris Fralic",c7392243-f0d6-4cf4-a2d8-62a684cf0135,YES,YES,YES,"https://linkedin.com/in/chris-fralic","Board Partner at Firstround","AI; SaaS; Consumer","Seed; Series A"
"Chris Fralic (First Round)","First Round Capital",f689a092-075d-49d6-b9d6-5cd98cb1aff1,YES,YES,NO,"https://linkedin.com/in/chris-fralic","Chris Fralic is a partner at First Round Capital. Seed-stage investor helping entrepreneurs build remarkable companies","SaaS; Consumer; Enterprise","Pre-Seed; Seed"
"Chris Harper","Torch Capital",78dd842e-5ce5-4bf4-9bd8-12fc75b5691d,YES,YES,YES,"https://linkedin.com/in/chris-harper","","API; AR/VR; Technology","Pre-Seed; Seed; Series A; Series B"
"Chris Howard","Fuel Capital",0ffb5f3e-3487-4b88-8140-bec750883f38,YES,YES,YES,"https://linkedin.com/in/chris-howard","","AI/ML; API","Pre-seed; Seed"
"Chris Lyons","Andreessen Horowitz",2462df94-a3cd-4ffc-9021-cf6359f2a088,YES,YES,NO,"https://linkedin.com/in/vineeta","MD from Harvard, Stanford MBA. Clinical experience at UCSF. Focus on bio and digital health.","Consumer; Crypto; Fintech; Gaming; Marketplace; Media; Defense; AI/ML; SaaS; Robotics","Pre-Seed; Seed; Series A; Series B"
"Chris Lyons (A16zcrypto)","Andreessen Horowitz",bf48f448-4bc0-46e4-842d-311e4e6948e0,YES,YES,NO,"https://linkedin.com/in/chris-lyons","Chris Lyons is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI/ML; Crypto; SaaS; Consumer; Defense; Robotics","Seed; Series A; Series B; Growth"
"Chris Sacca","Lowercase Capital",9a118b01-6b50-40de-bcbf-a3d188a8cf9a,YES,YES,NO,"https://linkedin.com/in/sacca","Early investor in Twitter, Uber, Instagram, Stripe, Kickstarter. Shark Tank investor.","Technology; Consumer Internet; Mobile Applications; E-commerce","seed; series_a"
"Chris Sacca (Lowercarbon Capital)","Lowercarbon Capital",7ff67dbb-5f94-4537-9306-b96421ae3b55,YES,YES,NO,"https://linkedin.com/in/chris-sacca","Managing Partner at Lowercarbon Capital","SaaS; AI/ML","Seed; Series A"
"Chris Sacca (Lowercarboncapital)","Lowercarbon Capital",43219ce0-ce2e-43c8-886f-69c4dcc39837,YES,YES,NO,"https://linkedin.com/in/chris-sacca","Chris Sacca is a partner at Lowercarbon Capital. Climate tech focused on decarbonization","SaaS; AI/ML; Climate; Energy; DeepTech","Seed; Series A"
