Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"AngelList","AngelList",8dc6ac8b-0976-409c-9f70-15a0dfbcd10e,YES,YES,YES,"https://linkedin.com/in/angellist","Angel investing platform","SaaS; AI/ML","Seed; Series A"
"AngelListPublic & private fund","AngelListPublic & private fund",874354c7-9aec-483f-89ca-7fe10e61d165,YES,YES,YES,"https://linkedin.com/in/angellistpublic-private-fund","","SaaS; AI/ML","Seed; Series A"
"Anik Debnath","Anik Debnath",0ef8fd0b-58b8-4f93-b44e-12eb98b40f98,YES,NO,YES,"","Anik Debnath is a venture capital firm focused on SaaS, AI/ML.","SaaS; AI/ML",""
"ANIMO Ventures","ANIMO Ventures",106a082a-0750-4cdb-81cc-1092a116cb7f,YES,YES,YES,"https://linkedin.com/in/animo-ventures","","Generalist","Pre-seed; Seed; Late Seed; Seed+"
"Anine Bing","Anine Bing",acbc6289-53fd-418a-a8fe-daf0fbf96959,YES,YES,YES,"https://linkedin.com/in/anine-bing","Fashion brand founder","SaaS; AI/ML","Seed; Series A"
"Anish Acharya","Anish Acharya",8cf8a869-b719-49b7-8606-42e6b47e14dc,YES,NO,YES,"https://linkedin.com/in/anish-acharya","General Partner at a16z consumer investing in AI and consumer apps","AI/ML; Crypto; SaaS; Consumer","Seed; Series A; Series B; Growth"
"Anjali Jagannath Vice (Northpondventures)","Anjali Jagannath Vice (Northpondventures)",63b41872-0f4e-41b7-a8db-3decb9954e90,YES,YES,YES,"https://linkedin.com/in/anjali-jagannath-vice","","SaaS; AI/ML","Seed; Series A"
"Anjney Midha","Anjney Midha",5f4f2189-3229-4d9a-ab68-013e414b2704,YES,YES,YES,"https://linkedin.com/in/anjney-midha","Andreessen Horowitz General Partner focusing on infrastructure and AI","SaaS; AI/ML","Seed; Series A"
"Ann and Bill Payne","Ann and Bill Payne",f3686e38-4d93-4a5c-bb0b-a7a43eda7544,YES,YES,YES,"https://linkedin.com/in/ann-and-bill-payne","Associated with ACA Angel University","SaaS; AI/ML","Seed; Series A"
"Ann Miura-Ko","Ann Miura-Ko",f44f5670-22f7-42a5-a89e-b978bb38f609,YES,NO,YES,"https://linkedin.com/in/ann-miura-ko","Co-founder and Partner at Floodgate","technology","seed; series_a"
"Ann Payne","Ann Payne",18852b7e-e313-4412-8374-0fa6083f9a26,YES,NO,YES,"https://linkedin.com/in/ann-payne","Ann Payne is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Anna Fokina","Anna Fokina",9b909dd9-eacc-477a-ad9b-a788786bab85,YES,YES,YES,"https://linkedin.com/in/anna-fokina","Investment Director, DCVC Bio","SaaS; AI/ML","Seed; Series A"
"Anna Fokina (DCVC)","DCVC",8e3caa6e-8db2-4ce9-918c-809333c8b2d1,YES,YES,NO,"https://linkedin.com/in/anna-fokina","Anna Fokina is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Anna Nguyen","Anna Nguyen",8e7b426e-508f-4b94-aef0-bded0aff2c53,YES,YES,YES,"https://linkedin.com/in/anna-nguyen","Team Member at Ribbitcap","SaaS; AI/ML","Seed; Series A"
"Anna Nguyen (Ribbit Capital)","Anna Nguyen (Ribbit Capital)",de8bb59c-b217-4145-a40a-05915e61820d,YES,YES,YES,"https://linkedin.com/in/anna-nguyen","Team member at Ribbit Capital","technology","seed; series_a"
"Anne Dwane","Anne Dwane",545c10fc-8fb5-42a8-9693-6fa98963a8aa,YES,YES,YES,"https://linkedin.com/in/anne-dwane","General Partner at Village Global","technology","seed; series_a"
"Anne Dwane (Village Global)","Anne Dwane (Village Global)",5669391e-2f5c-4fc9-ba6f-4bdaab6abd5d,YES,NO,YES,"https://linkedin.com/in/anne-dwane","General Partner at Village Global","technology","seed; series_a"
"Anne DwaneGeneral (Villageglobal)","Anne DwaneGeneral (Villageglobal)",f6235844-99df-4f70-8976-74922409e016,YES,NO,YES,"https://linkedin.com/in/anne-dwanegeneral","Anne DwaneGeneral (Villageglobal) is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Anne Rockhold","Anne Rockhold",1ea6485c-2f87-4700-9326-c1027af7cbca,YES,YES,YES,"https://linkedin.com/in/anne-rockhold","Accel Team Member based in Emeritus","SaaS; AI/ML","Seed; Series A"
"Annie Duke","Annie Duke",696edc38-78da-427b-9138-6f225c8c3fae,YES,YES,YES,"https://linkedin.com/in/annie-duke","Special Partner, Decision Science at Firstround","SaaS; AI/ML","Seed; Series A"
"Annie Duke (First Round)","First Round Capital",e9da6913-0ec3-4bfb-a82e-0866b8534bee,YES,YES,NO,"https://linkedin.com/in/annie-duke","Special Partner, Decision Science at First Round","SaaS; Consumer; Enterprise; AI/ML","Pre-Seed; Seed"
"Anorak Ventures","Anorak Ventures",c8ed4482-7aad-4e7c-b262-23dac44cb2d5,YES,NO,YES,"https://linkedin.com/in/anorak-ventures","Anorak Ventures is a vc firm focused on Focus on technical founders investing at Pre-Seed and Seed stage.","Focus on technical founders","Pre-Seed; Seed"
"Anoushka Vaswani","Anoushka Vaswani",c7a1bf7a-a743-412a-9b5c-f7d27e81e5b0,YES,YES,YES,"https://linkedin.com/in/anoushka-vaswani","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Anoushka Vaswani (Lightspeed)","Lightspeed Venture Partners",30db9233-5044-48d8-95d9-9b885b122f10,YES,YES,NO,"https://linkedin.com/in/anoushka-vaswani","Partner at Lightspeed, focuses on AI, US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Anthony Perez","Anthony Perez",9c759517-ca0c-46d3-bd8b-6d645c87318b,YES,YES,YES,"https://linkedin.com/in/anthony-perez","Director, Finance at Forerunnerventures","SaaS; AI/ML","Seed; Series A"
"Anthony Perez (Forerunner Ventures)","Anthony Perez (Forerunner Ventures)",16f8d6d4-9a23-440b-890d-6169caba9fd9,YES,YES,YES,"https://linkedin.com/in/anthony-perez","Director, Finance","technology","seed; series_a"
"Antoine Moyroud","Antoine Moyroud",0c3ca539-d298-488e-934d-de916b8473e6,YES,NO,YES,"https://linkedin.com/in/antoine-moyroud","Antoine Moyroud is a angel investor focused on Enterprise, Consumer, Fintech investing at Seed and Series A stage.","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Antoine Moyroud (Lightspeed)","Lightspeed Venture Partners",a6db9646-ab38-4456-a299-ca54261e5d72,YES,YES,NO,"https://linkedin.com/in/antoine-moyroud","Partner at Lightspeed, focuses on AI, Europe","Enterprise; Consumer; Fintech; SaaS","Seed; Series A; Series B"
"Antonio Rodriguez","Antonio Rodriguez",9f48ebd0-fb94-4353-8d95-a1ec39932843,YES,YES,YES,"https://linkedin.com/in/antonio-rodriguez","Focuses on AI and Frontier technologies","SaaS; AI/ML","Seed; Series A"
"Antonio Rodriguez (Matrix Partners)","Antonio Rodriguez (Matrix Partners)",ea3d0bc6-f781-4ad0-ab31-cb37de5e23d4,YES,YES,YES,"https://linkedin.com/in/antonio-rodriguez","Partner at Matrix Partners focusing on AI and Frontier investments","SaaS; AI/ML","Seed; Series A"
"Anuja Kale","Anuja Kale",cd04ea95-ce7c-472b-ba5c-704db75915cc,YES,YES,YES,"","Partner","SaaS; AI/ML","Seed; Series A"
"any additional capital","any additional capital",f2d07d1f-4854-4488-addf-9fc862c5a2bc,YES,YES,YES,"https://linkedin.com/in/any-additional-capital","","SaaS; AI/ML","Seed; Series A"
"APA Venture Partners","APA Venture Partners",3cfa9836-4d42-403a-b4e0-433ae396283f,YES,YES,NO,"https://linkedin.com/in/apa-venture-partners","","AI; SaaS; HealthTech","Seed; Series A"
"Apollo","Apollo",32c3c4ae-752a-485e-aaa7-ba032ef7f13a,YES,NO,YES,"https://linkedin.com/in/apollo","Global alternative investment manager","SaaS; AI/ML","Seed; Series A"
"Apollo Global Management","Apollo Global Management",65662c8c-410a-4357-b896-122422cc670a,YES,YES,YES,"https://linkedin.com/in/apollo-global-management","PE firm focused on public market correlations and reset opportunities","SaaS; AI/ML","Seed; Series A"
"appointments at KKR (Penews)","appointments at KKR (Penews)",c7e2acfd-9656-4790-9d7b-d7a98ac03229,YES,YES,YES,"https://linkedin.com/in/appointments-at-kkr","","SaaS; AI/ML","Seed; Series A"
"Arash Rebek","Arash Rebek",0952fdc1-7737-4b25-9705-f786c2d3b819,YES,NO,YES,"https://linkedin.com/in/arash-rebek","Arash Rebek is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Arash Rebek (Khosla Ventures)","Khosla Ventures",c7f4306c-ab03-43c9-a32e-04d558efc6f2,YES,YES,NO,"https://linkedin.com/in/arash-rebek","Platform team member at Khosla Ventures","DeepTech; CleanTech; AI/ML; Healthcare","Seed; Series A; Series B"
"Arbor Ventures","Arbor Ventures",314a0123-e106-49bc-8291-1cfe735e658c,YES,NO,YES,"https://linkedin.com/in/arbor-ventures","Arbor Ventures is a vc firm focused on E-Commerce, Marketplace, Fintech investing at Seed and Series A stage.","E-Commerce; Marketplace; Fintech; Insuretech; Cybersecurity","Seed; Series A"
"ARC Financial","ARC Financial",81958714-e5c0-40f6-9eeb-3457b7a9c468,YES,NO,YES,"https://linkedin.com/in/arc-financial","PE firm completing take-private of Step Energy Services","SaaS; AI/ML","Seed; Series A"
"Arc Ventures","Arc Ventures",72edde04-33f6-4a32-9edd-959ac0953ebf,YES,YES,NO,"https://linkedin.com/in/arc-ventures","","AI/ML; SaaS; Fintech","Seed; Series A; Series B"
"ARCH Venture Partners","ARCH Venture Partners",18b76717-4dd9-4eed-a84e-7fe0fea2cbb5,YES,YES,YES,"https://linkedin.com/in/arch-venture-partners","Catalyzing discoveries that prevent, detect, and cure disease.","technology; HealthTech; Biotech","seed; series_a"
"Archimed","Archimed",aed59bc3-2714-4465-b04e-41c99a0c58ea,YES,YES,YES,"https://linkedin.com/in/archimed","Healthcare-focused PE firm expecting subsector acceleration","SaaS; AI/ML","Seed; Series A"
"Arctos Partners","Arctos Partners",fc06077e-5ee3-4b86-8b9b-132f0874cf3b,YES,YES,YES,"https://linkedin.com/in/arctos-partners","Sports-focused PE firm with PBG baseball investment","SaaS; AI/ML","Seed; Series A"
"Ardian","Ardian",701bec7d-1164-45af-b90d-f6a1d29a8691,YES,NO,YES,"https://linkedin.com/in/ardian","PE firm investing in specialty pharmacy and pharmaceutical sectors","SaaS; AI/ML","Seed; Series A"
"are built by (Matrixpartners)","are built by (Matrixpartners)",8656952f-b0a9-4580-b2a3-b791bab0ab33,YES,NO,YES,"","Team member at Matrixpartners. Discovered from: https://www.matrixpartners.com/team/","Technology","Seed; Series A"
"Aref Hilaly","Aref Hilaly",a28adf39-12df-458a-acab-91a77597f122,YES,YES,YES,"https://linkedin.com/in/aref-hilaly","Investor at Bain Capital Ventures","SaaS; infrastructure software; security; fintech; proptech","Seed; Series A"
"Ares Management","Ares Management",234af6b3-17b6-49e0-b8f9-ae1aebb35a3e,YES,YES,YES,"https://linkedin.com/in/ares-management","PE firm investing $475m in Steward Partners","SaaS; AI/ML","Seed; Series A"
"Ari Nowacek","Ari Nowacek",05265f61-613a-4afb-a84c-26410770e8d4,YES,YES,YES,"","Partner at Archventure","SaaS; AI/ML",""
"Ari Nowacek (Arch Venture Partners)","Ari Nowacek (Arch Venture Partners)",f8725ba0-1906-42de-87fb-8c94bd53f079,YES,YES,YES,"https://linkedin.com/in/ari-nowacek","Partner","technology; HealthTech; Biotech","seed; series_a"
"Ari Nowacek, M.D, Ph.D.","Ari Nowacek, M.D, Ph.D.",e1897a56-1ae6-4abc-bf49-953109b8e4fc,YES,YES,YES,"https://linkedin.com/in/ari-nowacek","Partner at Archventure","SaaS; AI/ML","Seed; Series A"
"Arianna Simpson","Arianna Simpson",f38c2218-6b7a-41ce-bbb4-9334d5a10db8,YES,YES,YES,"https://linkedin.com/in/arianna-simpson","Andreessen Horowitz General Partner leading crypto investments","SaaS; AI/ML","Seed; Series A"
"Arianna Simpson General (A16zcrypto)","Andreessen Horowitz",6119e499-b820-4a2b-8999-27e0a85ed5e7,NO,YES,NO,"https://linkedin.com/in/arianna-simpson-general","Arianna Simpson General is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI/ML; Crypto; SaaS; Consumer; Defense; Robotics","Seed; Series A; Series B; Growth"
"Ariel Kantor, Ph.D.","Ariel Kantor, Ph.D.",616e2d2e-60df-43fd-b30e-13050768d0f4,YES,YES,YES,"https://linkedin.com/in/ariel-kantor","Principal at Versantventures","SaaS; AI/ML","Seed; Series A"
"Ariel Kantor, Ph.D. (Versant Ventures)","Ariel Kantor, Ph.D. (Versant Ventures)",673e2f8c-382d-4354-917f-4c9a76193d8c,YES,NO,YES,"https://linkedin.com/in/ariel-kantor","Ariel Kantor is an investor at Versant Ventures focused on SaaS, AI/ML, HealthTech investing at Seed and Series A stage.","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Arif Janmohamed","Arif Janmohamed",a3475def-0e44-4c56-b781-1fa9e5357d85,YES,YES,YES,"https://linkedin.com/in/arif-janmohamed","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Arif Janmohamed (Lightspeed)","Lightspeed Venture Partners",caddd1ad-3718-4ac9-a3c1-4b8f2535377d,YES,YES,NO,"https://linkedin.com/in/arif-janmohamed","Partner at Lightspeed, focuses on AI, US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Arjun Balaji","Arjun Balaji",e5af00c7-193b-474b-b46d-72b02b2a1cd2,YES,YES,YES,"https://linkedin.com/in/arjun-balaji","Partner, Investing & Research at Paradigm","SaaS; AI/ML","Seed; Series A"
