Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"Alexandra Frumar (Lowercarbon Capital)","Lowercarbon Capital",ad484eb3-f619-44e1-81ad-5ca08eed87df,YES,YES,NO,"https://linkedin.com/in/alexandra-frumar","General Counsel at Lowercarbon Capital","SaaS; AI/ML; Climate; Energy; DeepTech","Seed; Series A"
"Alfred Lin","Sequoia Capital",ea31ac15-beed-4c93-b187-03a79a9d47d0,YES,YES,NO,"https://linkedin.com/in/alfredlin","Former COO of Zappos. Invested in Airbnb, DoorDash, Houzz, Robinhood, Instacart.","E-commerce; Food Delivery; Home Services; Finance; Technology; SaaS; AI/ML; FinTech; Consumer; Enterprise","seed; series_a; series_b"
"Alfred Lin (Sequoiacap)","Sequoia Capital",435df801-3c74-4608-84ce-74b2152e8427,YES,YES,NO,"https://linkedin.com/in/alfred-lin","Seed/Early stage investor at Sequoia Capital","AI/ML; SaaS; Consumer; Fintech","Seed; Series A; Series B; Growth"
"Ali Behbahani","Ali Behbahani",c1046698-07f9-4e25-a502-4824de04e439,YES,YES,YES,"https://linkedin.com/in/ali-behbahani","Partner, Co-Head of Healthcare","SaaS; AI/ML","Seed; Series A"
"Ali Behbahani (NEA)","New Enterprise Associates",70e397d7-eccb-47b9-b1ed-ba91278cdad9,YES,YES,NO,"https://linkedin.com/in/ali-behbahani","MD, Partner, Co-Head of Healthcare","Healthcare; Enterprise; Consumer","Seed; Series A; Series B; Growth"
"Ali Fisher Sweet","Ali Fisher Sweet",56ec85a7-6135-4af7-8de4-2bd661f860be,YES,YES,YES,"https://linkedin.com/in/ali-fisher-sweet","Index Ventures Investor","SaaS; AI/ML","Seed; Series A"
"Ali Fisher Sweet (Index Ventures)","Index Ventures",6b7f9a34-8036-4077-9e26-ab8e638b10f7,YES,YES,NO,"https://linkedin.com/in/ali-fisher-sweet","Ali Fisher Sweet is a partner at Index Ventures. Backs exceptional entrepreneurs across US and Europe","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Ali Tamaseb","Ali Tamaseb",fa8e53bb-9a0f-4c00-97ea-e9752504dcdc,YES,YES,YES,"https://linkedin.com/in/ali-tamaseb","General Partner at Dcvc","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Ali Tamaseb (DCVC)","DCVC",59be45e3-489a-40ec-abaa-847a31d53cbc,NO,YES,NO,"https://linkedin.com/in/ali-tamaseb","Ali Tamaseb is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Ali Tamaseb General (Dcvc)","DCVC",b70f402b-e6d1-46c9-88bf-863818802944,NO,YES,NO,"https://linkedin.com/in/ali-tamaseb-general","Ali Tamaseb General is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Ali Yahya","Ali Yahya",a8567d15-e933-411f-8762-07240a87baf2,YES,YES,YES,"https://linkedin.com/in/ali-yahya","General Partner at A16zcrypto","AI/ML; Crypto; SaaS; Consumer","Seed; Series A; Series B; Growth"
"Ali Yahya (A16zcrypto)","Andreessen Horowitz",dcd0e506-f82c-40b8-bc78-a170492d8754,YES,YES,NO,"https://linkedin.com/in/ali-yahya","Ali Yahya is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI/ML; Crypto; SaaS; Consumer","Seed; Series A; Series B; Growth"
"Alice Brooks","Alice Brooks",4eb251ad-3971-4845-9ed6-fb296780271a,YES,YES,YES,"https://linkedin.com/in/alice-brooks","Investor at Khosla Ventures","DeepTech; CleanTech; AI/ML; Healthcare","Seed; Series A; Series B"
"Alice Brooks (Khosla Ventures)","Khosla Ventures",c290eebb-acfe-458a-9101-60e6d743f84f,YES,YES,NO,"https://linkedin.com/in/alice-brooks","Alice Brooks is a partner at Khosla Ventures. Audacious ideas in AI, sustainability, healthcare","DeepTech; CleanTech; AI/ML; Healthcare; SpaceTech; Energy","Seed; Series A; Series B"
"Alicia Levey, Ph.D.","Alicia Levey, Ph.D.",2eb6cd8f-a80a-4840-9cfc-b30ed1a84d82,YES,NO,YES,"https://linkedin.com/in/alicia-levey","Venture Partner at Versantventures","SaaS; AI/ML","Seed; Series A"
"Alicia Levey, Ph.D. (Versant Ventures)","Alicia Levey, Ph.D. (Versant Ventures)",ea57a481-568c-4580-9073-52b0aae3e2e1,YES,YES,YES,"https://linkedin.com/in/alicia-levey","Venture Partner","SaaS; AI/ML","Seed; Series A"
"Alicia Prodromou","Alicia Prodromou",7aae0c19-0811-491e-b750-0a7a3f37fe62,YES,YES,YES,"https://linkedin.com/in/alicia-prodromou","Executive Assistant at Forerunnerventures","SaaS; AI/ML","Seed; Series A"
"Alicia Prodromou (Forerunner Ventures)","Alicia Prodromou (Forerunner Ventures)",29028f73-1890-4728-bc44-e5d4ca5300b3,YES,NO,YES,"","Alicia Prodromou is an investor at Forerunner Ventures focused on technology investing at seed and series_a stage.","technology","seed; series_a"
"all articles Management","all articles Management",7b11e79f-3a1a-438a-9938-6bf922182af8,YES,YES,NO,"https://linkedin.com/in/all-articles-management","","AI; SaaS; Fintech","Seed; Series A"
"Alli London","Alli London",03147f53-9b85-45be-be63-0f4ab5d0d049,YES,YES,YES,"https://linkedin.com/in/alli-london","Team Member at Ribbitcap","SaaS; AI/ML","Seed; Series A"
"Alli London (Ribbit Capital)","Alli London (Ribbit Capital)",a21ce935-8cde-4259-ac14-a84930fccd37,YES,YES,YES,"https://linkedin.com/in/alli-london","Team member at Ribbit Capital","technology","seed; series_a"
"Allyson Kaufman","Allyson Kaufman",996f89d2-6d42-405c-a366-f44b63b76a1f,YES,YES,YES,"https://linkedin.com/in/allyson-kaufman","Investor Relations Partner at Dcvc","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Allyson Kaufman (DCVC)","DCVC",13c7f057-3e2c-48e7-963b-36d4914a33d1,NO,YES,NO,"https://linkedin.com/in/allyson-kaufman","Allyson Kaufman is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Alok Bathija","Alok Bathija",3d434c23-7ec7-496b-a175-0e9cce5e2649,YES,YES,YES,"https://linkedin.com/in/alok-bathija","Accel Team Member based in Bangalore","SaaS; AI/ML","Seed; Series A"
"Alok Bathija (Accel)","Accel",6e99f926-d311-4295-9313-7be53698ace4,YES,YES,NO,"https://linkedin.com/in/alok-bathija","Based in Bangalore, Specialists focus on Venture Development","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"alongside its (Avc)","alongside its (Avc)",0221da5c-05b7-4c7d-b2d5-c9aec2e94789,YES,YES,NO,"https://linkedin.com/in/alongside-its","","AI; SaaS; Fintech","Seed; Series A"
"alongside its (Avc)","alongside its (Avc)",de33ac79-ecb0-482e-994e-aa50d42a3e59,YES,NO,NO,"https://linkedin.com/in/alongside-its","alongside its is an investor at Avc focused on AI, SaaS, Fintech investing at Seed and Series A stage.","AI; SaaS; Fintech","Seed; Series A"
"alongside its partners","alongside its partners",21e46598-3518-4935-83c8-40db04949e56,YES,YES,NO,"https://linkedin.com/in/alongside-its-partners","","AI; SaaS; Fintech","Seed; Series A"
"Alpha Square Group","Alpha Square Group",655ffa8f-1440-4a2f-aac8-e0879e6946e0,YES,NO,YES,"https://linkedin.com/in/alpha-square-group","Alpha Square Group is a angel investor focused on TMT, Healthcare, and Real Estate sectors investing at Series B and Series C stage.","TMT; Healthcare; and Real Estate sectors","Series B; Series C"
"Alphabet","Alphabet",6be7c5b3-b63c-4eb0-81e8-f08b952848ee,YES,YES,YES,"https://linkedin.com/in/alphabet","Acquiring Intersect Power's data center business","SaaS; AI/ML","Seed; Series A"
"AlphaPrime Ventures","AlphaPrime Ventures",0cd5326b-e05b-463b-83f7-d266d828f86d,YES,YES,NO,"https://linkedin.com/in/alphaprime-ventures","","AI; SaaS; Healthcare","Seed; Series A"
"Alpin Yuksekoglu","Alpin Yuksekoglu",963bb86e-2915-4d16-beeb-84ef395b90e5,YES,YES,YES,"","Partner, Investing & Research","SaaS; AI/ML","Seed; Series A"
"Alpin Yukseloglu","Alpin Yukseloglu",265838eb-2f79-408b-a1b1-02a69b85ae34,YES,NO,YES,"https://linkedin.com/in/alpin-yukseloglu","Alpin Yukseloglu is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Alpin Yükseloğlu","Alpin Yükseloğlu",7e16a962-44d8-4546-9ce7-c67ae98a8b2e,YES,YES,YES,"","Partner, Investing & Research at Paradigm","SaaS; AI/ML",""
"Alpine Meridian Ventures","Alpine Meridian Ventures",ca1db3e0-f36e-4629-889b-0322f82eb224,YES,NO,NO,"https://linkedin.com/in/alpine-meridian-ventures","Alpine Meridian Ventures is a vc firm focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"Amar Chokhawala","Amar Chokhawala",3e81eb57-2909-4938-9635-31f038bc2729,YES,YES,YES,"https://linkedin.com/in/amar-chokhawala","Partner","SaaS; AI/ML","Seed; Series A"
"Amber Love Westphal","Amber Love Westphal",5f53598e-c146-4bcf-b63c-60a44a96ecdc,YES,YES,YES,"https://linkedin.com/in/amber-love-westphal","Office Manager & Executive Assistant at Lowercarboncapital","SaaS; AI/ML","Seed; Series A"
"Amber Love Westphal (Lowercarbon Capital)","Lowercarbon Capital",1c816e2a-0fdb-48ca-b4ea-5ef9a51d0039,YES,YES,NO,"https://linkedin.com/in/amber-love-westphal","Office Manager & Executive Assistant at Lowercarbon Capital","SaaS; AI/ML","Seed; Series A"
"Amber Yang","Amber Yang",ed312312-e2f7-4ab4-85dc-16c489bddccb,YES,YES,YES,"https://linkedin.com/in/amber-yang","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Amber Yang (Lightspeed)","Lightspeed Venture Partners",0c409f98-cb68-4e15-99cc-d41c8985ed44,YES,YES,NO,"https://linkedin.com/in/amber-yang","Partner at Lightspeed, focuses on enterprise, US","Enterprise; Consumer; Fintech; SaaS","Seed; Series A; Series B"
"Ambienta","Ambienta",46e1d19e-b103-4a42-9ede-806a14a220c5,YES,YES,YES,"https://linkedin.com/in/ambienta","Sustainability-focused investment firm, expects sustainability to be major force in 2026","SaaS; AI/ML","Seed; Series A"
"American Management","American Management",b4e6cdde-d28a-4d9d-993f-ab01ab34f5b9,YES,YES,YES,"https://linkedin.com/in/american-management","","SaaS; AI/ML; Defense; DeepTech; SpaceTech; Materials","Seed; Series A"
"Amish Desai","Amish Desai",e1c922a1-a7a3-464f-9471-fc93b73824f4,YES,NO,YES,"https://linkedin.com/in/amish-desai","Partner, Growth Private Equity at Lightspeed","SaaS; AI/ML","Seed; Series A"
"Amish Desai (Lightspeed)","Lightspeed Venture Partners",ff95ad89-2bb0-4719-808b-992319efd1a8,YES,YES,NO,"https://linkedin.com/in/amish-desai","Partner, Growth Private Equity at Lightspeed, focuses on AI, US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Amplifyher Ventures","Amplifyher Ventures",c41d33ae-2886-423b-8e7f-30462ff70b1d,YES,NO,NO,"https://linkedin.com/in/amplifyher-ventures","Amplifyher Ventures is a vc firm focused on Technology, Healthcare, Sustainability investing at Seed and Series A stage.","Technology; Healthcare; Sustainability","Seed; Series A"
"Amrit Rao","Amrit Rao",5c984fc5-61a9-4c8d-b147-dbbe479599af,YES,YES,YES,"https://linkedin.com/in/amrit-rao","General Partner at Village Global","technology","seed; series_a"
"Amrit Rao (Village Global)","Amrit Rao (Village Global)",88b04a0c-c0b9-4170-a086-f05bb4d68bff,YES,YES,YES,"https://linkedin.com/in/amrit-rao","General Partner at Village Global","technology","seed; series_a"
"Amrit RaoGeneral (Villageglobal)","Amrit RaoGeneral (Villageglobal)",e7b8e74f-0354-4de9-9d7c-d2fbc1e71a4c,YES,YES,YES,"https://linkedin.com/in/amrit-raogeneral","","SaaS; AI/ML","Seed; Series A"
"Amy Fu","Amy Fu",6bd837a4-e3ff-409d-9833-384db2f6f6f3,YES,NO,YES,"https://linkedin.com/in/amy-fu","Amy Fu is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Amy Fu (First Round)","First Round Capital",1e51e9f8-9080-4c47-acb6-4aca82faf34a,YES,YES,NO,"https://linkedin.com/in/amy-fu","Amy Fu is a partner at First Round Capital. Seed-stage investor helping entrepreneurs build remarkable companies","SaaS; Consumer; Enterprise","Pre-Seed; Seed"
"Amy FuVice (Firstround)","Amy FuVice (Firstround)",596b8111-3d39-42a6-8177-9158856a6c6f,YES,YES,YES,"https://linkedin.com/in/amy-fuvice","","AI; SaaS; Consumer","Seed; Series A"
"Amy Hawkins-Leong","Amy Hawkins-Leong",4c811420-35dd-4df1-aa78-b0e1e25e27f4,YES,NO,YES,"https://linkedin.com/in/amy-hawkins-leong","Amy Hawkins-Leong is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Amy Hawkins-Leong (Ribbit Capital)","Amy Hawkins-Leong (Ribbit Capital)",516c4559-edb9-48dc-8f4f-2a1bd1c52509,YES,YES,YES,"https://linkedin.com/in/amy-hawkins-leong","Team member at Ribbit Capital","technology","seed; series_a"
"Amy Saper","Amy Saper",4f327ef6-435a-4d2c-816a-39e75d28ad45,YES,YES,YES,"https://linkedin.com/in/amy-saper","Partner at Uncorkcapital","SaaS; AI/ML","Seed; Series A"
"Amy Saper (Uncork Capital)","Amy Saper (Uncork Capital)",2782e1d7-883f-4931-9ebd-c8dec785ec4b,YES,YES,YES,"https://linkedin.com/in/amy-saper","Partner at Uncork Capital","AI/ML; API; SaaS","Seed"
"Amy Saper (Uncorkcapital)","Amy Saper (Uncorkcapital)",a2aa430d-e0d1-45cc-bd7a-abe62c228099,YES,YES,YES,"https://linkedin.com/in/amy-saper","","SaaS; AI/ML","Seed; Series A"
"an executive coach (Firstround)","an executive coach (Firstround)",7d3227f7-c2e1-4877-8185-64fceda2f057,YES,YES,NO,"https://linkedin.com/in/an-executive-coach","","Software; Consumer Products; AI","Seed; Series A"
"Ana Andreescu","Ana Andreescu",bc9decb0-7c45-4c74-a96e-49b0ae710795,YES,YES,YES,"https://linkedin.com/in/ana-andreescu","Index Ventures Investor","SaaS; AI/ML","Seed; Series A"
"Ana Andreescu (Index Ventures)","Index Ventures",2410a801-90cb-4fb5-9400-e3e474642562,YES,YES,NO,"https://linkedin.com/in/ana-andreescu","Ana Andreescu is a partner at Index Ventures. Backs exceptional entrepreneurs across US and Europe","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Analytics ManagerOperationsRyan Thompson (Felicis)","Analytics ManagerOperationsRyan Thompson (Felicis)",670949fb-abcb-4908-a435-e5f305991640,YES,NO,YES,"https://linkedin.com/in/analytics-manageroperationsryan-thompson","Analytics Manager Ryan Thompson is an investor at Analytics ManagerOperationsRyan Thompson (Felicis) focused on SaaS, Consumer, Fintech investing at Seed and Series A stage.","SaaS; Consumer; Fintech","Seed; Series A"
"Anand Daniel","Anand Daniel",aec02301-32e9-482d-9081-ecd982f5935c,YES,NO,YES,"https://linkedin.com/in/anand-daniel","Anand Daniel is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"and advice for (Firstround)","and advice for (Firstround)",fe2f43d4-4b02-41d5-aac8-037c2862aa44,YES,YES,YES,"","","SaaS; AI/ML",""
"and advice for (Firstround)","and advice for (Firstround)",a1c1364c-3a57-4efc-a6ab-a1efe4090118,YES,YES,YES,"","","SaaS; AI/ML",""
"and capital","and capital",bc7aece8-24b8-4dfd-8a56-b48a41b9e2fb,YES,YES,YES,"","Discovered from: https://www.bvp.com/atlas","SaaS; AI/ML",""
"and DataEric FlaningamResearch (Felicis)","and DataEric FlaningamResearch (Felicis)",ecc56933-4c4c-4e38-a9fa-359c5f260c0f,YES,YES,YES,"","","SaaS; Consumer; Fintech",""
"and DataMichelle DelcambreExecutive (Felicis)","and DataMichelle DelcambreExecutive (Felicis)",cc21df80-fe9f-450e-8a9e-fc4692e25a7c,YES,YES,YES,"https://linkedin.com/in/and-datamichelle-delcambreexecutive","","SaaS; Consumer; Fintech","Seed; Series A"
"and early general (Greylock)","Greylock Partners",82bfcac9-2cf7-4b60-82c4-26f623f2fd4c,YES,YES,NO,"https://linkedin.com/in/and-early-general","and early general is a partner at Greylock Partners. Focus on consumer, enterprise, and crypto at Series A+","Enterprise; SaaS; Consumer","Seed; Series A; Series B"
"and enabling solo (A16z)","Andreessen Horowitz",761f16d8-dbf4-4cb7-a4e1-31c959437459,YES,YES,NO,"https://linkedin.com/in/and-enabling-solo","and enabling solo is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI; SaaS; Consumer","Seed; Series A"
"and Francisco Partners","and Francisco Partners",1c1244c7-ab66-4a7b-b93d-cbd94266ca57,YES,YES,NO,"https://linkedin.com/in/and-francisco-partners","","AI; SaaS; Cybersecurity","Seed; Series A"
"and General (Boldstart)","and General (Boldstart)",75cfcf8d-f3b6-404c-a9a9-68ec8661d363,YES,YES,NO,"https://linkedin.com/in/and-general","","AI; SaaS; Cybersecurity","Seed; Series A"
"and joint ventures","and joint ventures",a7c5c14e-bbc5-4db9-b825-959757bdb51f,YES,YES,NO,"https://linkedin.com/in/and-joint-ventures","","AI; SaaS; Fintech","Seed; Series A"
"and joint ventures","and joint ventures",73d782c4-fb9c-4209-875f-f082fadde453,YES,YES,NO,"https://linkedin.com/in/and-joint-ventures","","AI; SaaS; Fintech","Seed; Series A"
"and Managing (Dcvc)","DCVC",f235565c-de40-47ae-b5c5-7018883b54bf,NO,YES,NO,"https://linkedin.com/in/and-managing","and Managing is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"and methodology Fund","and methodology Fund",efcb45ae-1a25-44f0-9366-657103625b83,YES,YES,YES,"https://linkedin.com/in/and-methodology-fund","","SaaS; AI/ML","Seed; Series A"
"and methodology Fund","and methodology Fund",f228613b-9205-479d-af3b-878fd3fb6d45,YES,YES,YES,"https://linkedin.com/in/and-methodology-fund","","SaaS; AI/ML","Seed; Series A"
"and new investor Hitachi Ventures","and new investor Hitachi Ventures",6dc074ea-aa77-444f-a268-b1cebc88056b,YES,YES,YES,"","Discovered from: FinSMEs","SaaS","Seed; Series A"
"and Phoenix Fund","and Phoenix Fund",f66116e0-3922-41de-bd3b-d36eda0da7a6,YES,YES,YES,"","Discovered from: FinSMEs","FinTech","Seed; Series A"
"and Private Equity","and Private Equity",ee4c92f1-4bcc-4165-9597-77333cb49a4f,YES,YES,NO,"https://linkedin.com/in/and-private-equity","","AI; SaaS; Healthcare","Seed; Series A"
"and Public Affairs (Dcvc)","DCVC",b6bd37df-f2b8-4943-9d43-896e131bbb28,YES,YES,NO,"https://linkedin.com/in/and-public-affairs","and Public Affairs is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"and raising capital","and raising capital",44a2647c-dd46-4f0b-8343-43685338c3bc,YES,YES,YES,"https://linkedin.com/in/and-raising-capital","","SaaS; AI/ML","Seed; Series A"
"and spend management","and spend management",20cd954a-d765-4c2a-b13c-b0d4e316de11,YES,NO,NO,"https://linkedin.com/in/and-spend-management","and spend management is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"and Stack Mythical (Boldstart)","and Stack Mythical (Boldstart)",8a025a69-f7e4-49ed-bc11-c4c92b3c1691,YES,YES,YES,"https://linkedin.com/in/and-stack-mythical","","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
