Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"Atomico","Atomico",fd39ab80-9cbc-4879-a922-09854cebaf40,YES,YES,YES,"https://linkedin.com/in/atomico","Atomico is a venture capital firm designed to help gamechanging entrepreneurs build technology to rewire the world.","technology","seed; series_a"
"Atypical","Atypical",37fd7de7-9822-419e-9db9-80f2852e153e,YES,NO,YES,"https://linkedin.com/in/atypical","Atypical is a angel investor focused on DeepTech, AI/ML, API-first investing at Pre-Seed stage.","DeepTech; AI/ML; API-first; Cybersecurity","Pre-Seed"
"Autotech Ventures","Autotech Ventures",0b55054b-fb39-4621-9b06-2748f8784444,YES,YES,YES,"https://www.autotechvc.com","Early-stage venture capital firm with more than $500M under management focused on solving the world's ground transport challenges with technology. Invests in startups transforming ground transportatio","Ground transportation; Mobility; Connectivity; Autonomy; Shared-use; Electrification; Enterprise digitization; Deep-tech; Autonomous vehicles; Artificial Intelligence; Semiconductors; Marketplaces; FinTech; SaaS","seed; series_a"
"Avisha Mehra Naganath","Avisha Mehra Naganath",5494abe2-22ca-4740-a147-cdb8e6151ae4,YES,YES,YES,"https://linkedin.com/in/avisha-mehra-naganath","Operator at Khosla Ventures","SaaS; AI/ML","Seed; Series A"
"Avron Marcus (Index Ventures)","Index Ventures",f18772b5-2d9c-4854-b317-a78b4f128ccb,YES,YES,NO,"https://linkedin.com/in/avron-marcus","Avron Marcus is a partner at Index Ventures. Backs exceptional entrepreneurs across US and Europe","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Axel Bouchon (Arch Venture Partners)","Axel Bouchon (Arch Venture Partners)",8d03fdf8-d57c-4f39-8c47-d684b71d1f6e,YES,NO,YES,"https://linkedin.com/in/axel-bouchon","Axel Bouchon is an investor at Arch Venture Partners focused on technology investing at seed and series_a stage.","technology","seed; series_a"
"Axel Bouchon, Ph.D.","Axel Bouchon, Ph.D.",a8941d79-24c5-49a4-9dfc-c60c17831276,YES,YES,YES,"https://linkedin.com/in/axel-bouchon","Venture Partner at Archventure","SaaS; AI/ML","Seed; Series A"
"Aya Somai","Aya Somai",e7409984-04e0-45de-bf40-c21af2343f91,YES,YES,YES,"https://linkedin.com/in/aya-somai","Associate","SaaS; AI/ML","Seed; Series A"
"Aya Somai (Nea)","New Enterprise Associates",2fb591ea-5a55-4b53-9308-01d00978c636,YES,YES,NO,"https://linkedin.com/in/aya-somai","Aya Somai is a partner at New Enterprise Associates. Stage-agnostic across technology and healthcare","Healthcare; Enterprise; Consumer; SaaS; HealthTech; FinTech","Seed; Series A; Series B; Growth"
"Aydin Senkut","Aydin Senkut",3abb7d21-eb84-418b-9f17-5c8bceefec6b,YES,YES,YES,"https://linkedin.com/in/aydin-senkut","Founder, Managing Partner at Felicis","SaaS; Consumer; Fintech","Seed; Series A"
"Aydin Senkut (Felicis)","Aydin Senkut (Felicis)",fbb295b0-0882-472f-ae9a-be145fb9f0ef,YES,YES,YES,"https://linkedin.com/in/aydin-senkut","Founder, Managing Partner","SaaS; Consumer; Fintech","Seed; Series A"
"Aydin SenkutFounder (Felicis)","Aydin SenkutFounder (Felicis)",2998fece-5b64-40c4-9255-1702c4c4830b,YES,YES,YES,"https://linkedin.com/in/aydin-senkutfounder","","SaaS; Consumer; Fintech","Seed; Series A"
"Ayush Goradia","Ayush Goradia",7aeef8a9-128b-451c-9b69-5415b6d55fe7,YES,YES,YES,"https://linkedin.com/in/ayush-goradia","Senior Associate","SaaS; AI/ML","Seed; Series A"
"Ayush Goradia (NEA)","New Enterprise Associates",894acc22-7c40-4501-a9d1-a97a6c63cc2b,YES,YES,NO,"https://linkedin.com/in/ayush-goradia","Ayush Goradia is a partner at New Enterprise Associates. Stage-agnostic across technology and healthcare","Healthcare; Enterprise; Consumer","Seed; Series A; Series B; Growth"
"Ayush GoradiaSenior (Nea)","New Enterprise Associates",d308ef58-ba6b-4928-9ff9-dbb64162479a,YES,YES,NO,"https://linkedin.com/in/ayush-goradiasenior","Ayush GoradiaSenior is a partner at New Enterprise Associates. Stage-agnostic across technology and healthcare","Healthcare; Enterprise; Consumer","Seed; Series A; Series B; Growth"
"Ayushi Gupta","Ayushi Gupta",a15b9b98-776c-4d08-b3bc-3003568a55e6,YES,YES,YES,"https://linkedin.com/in/ayushi-gupta","Accel Partner based in Bangalore","SaaS; AI/ML","Seed; Series A"
"AZ-CICC Healthcare Investment Fund","AZ-CICC Healthcare Investment Fund",70b7a7c9-dbce-49e9-b40d-366ec98002bc,YES,NO,YES,"","AZ-CICC Healthcare Investment Fund is a venture capital firm focused on HealthTech investing at Seed and Series A stage.","HealthTech","Seed; Series A"
"B Capital Group","B Capital Group",47261d42-2513-45c0-b6dd-7fe3cfb7058c,YES,YES,YES,"https://linkedin.com/in/b-capital-group","","AgTech; AI; Cars/Autonomous vehicles; Enterprise; Robotics","Series A; Series B"
"backed group","backed group",ed4f01d8-7981-4e2b-b5fc-2c75e107db6f,YES,NO,YES,"https://linkedin.com/in/backed-group","backed group is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"backed group","backed group",699b307c-0677-470e-a3ba-b2f81083caf0,YES,YES,YES,"https://linkedin.com/in/backed-group","","SaaS; AI/ML","Seed; Series A"
"backed Prometheus Group","backed Prometheus Group",85ad8007-382e-46bf-96df-2f0ffdbb54d4,YES,YES,NO,"https://linkedin.com/in/backed-prometheus-group","","AI; SaaS; Cloud Computing","Seed; Series A"
"backed Prometheus Group","backed Prometheus Group",9e6ca201-6eb3-4957-8bb7-76c2431102e9,YES,YES,NO,"https://linkedin.com/in/backed-prometheus-group","","AI; SaaS; Robotics","Seed; Series A"
"Backing outlier (Haystack)","Backing outlier (Haystack)",c662894c-1256-4c89-b4af-bd2aadd29d22,YES,NO,YES,"https://linkedin.com/in/backing-outlier","Backing outlier is an investor at Haystack focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Bain Capital","Bain Capital",c8b9affb-4dee-4468-b806-ffba3b9f9259,YES,NO,YES,"https://linkedin.com/in/bain-capital","PE firm investing in specialty pharmacy, pharmaceuticals, and industrial sectors","SaaS; AI/ML","Seed; Series A"
"Bain Capital Ventures","Bain Capital Ventures",66e04a07-373b-4e2d-b024-879b784f6125,YES,YES,YES,"https://linkedin.com/in/bain-capital-ventures","BCV is a partnership offering hands-on results across talent, marketing, and customer development.","SaaS; infrastructure software; security; fintech; proptech","Seed; Series A"
"Balaji Srinivasan","Independent",c58dc34c-7f14-4391-8fa7-5f01f8c7a5b9,YES,NO,YES,"https://linkedin.com/in/balajis","Former Coinbase CTO, a16z GP. Founded Earn.com (sold to Coinbase). Author ""The Network State"".","crypto; web3; biotech; longevity","seed; series_a"
"Barath Shankar Subramanian (Accel)","Accel",3aa0a62f-76ae-4851-9efb-5496357e3030,YES,YES,NO,"https://linkedin.com/in/barath-shankar-subramanian","Based in Bangalore, Early Stage specialty, focuses on AI, Consumer, Enterprise","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"BarrowsInfrastructureCloudZero Paul Ferri (Matrixpartners)","BarrowsInfrastructureCloudZero Paul Ferri (Matrixpartners)",1fb83d12-abef-4eba-91dd-ba34f92a4a12,YES,YES,YES,"https://linkedin.com/in/barrowsinfrastructurecloudzero-paul-ferri","","SaaS; AI/ML","Seed; Series A"
"Barry Eggers","Barry Eggers",1ac3a352-de9e-4304-85a8-736ed38cc6cb,YES,YES,YES,"https://linkedin.com/in/barry-eggers","Co-Founder at Lightspeed","SaaS; AI/ML","Seed; Series A"
"Barry Eggers (Lightspeed)","Lightspeed Venture Partners",3a9d7eee-cde4-4e00-a251-4da81dc180f6,YES,YES,NO,"https://linkedin.com/in/barry-eggers","Co-Founder at Lightspeed, focuses on AI, US","Enterprise; Consumer; Fintech; SaaS","Seed; Series A; Series B"
"based venture capital","based venture capital",d08da516-f613-4b60-b190-40f47180ed24,YES,YES,NO,"https://linkedin.com/in/based-venture-capital","","AI; SaaS; Healthcare","Seed; Series A"
"based venture capital","based venture capital",5ef6ecdf-b3a2-4742-85ce-1fe2d9546922,YES,NO,NO,"https://linkedin.com/in/based-venture-capital","Based Venture Capital is a vc firm focused on AI, SaaS, Healthcare investing at Seed and Series A stage.","AI; SaaS; Healthcare","Seed; Series A"
"Basque private equity","Basque private equity",f73aa9d7-a3ff-424c-b8af-d80e68433864,YES,NO,NO,"https://linkedin.com/in/basque-private-equity","Basque private equity is a angel investor focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"Bastian Hasslinger","Bastian Hasslinger",f1bafbc0-9717-4633-84a6-acd30ad8c2ff,YES,YES,YES,"https://linkedin.com/in/bastian-hasslinger","Partner at Index Ventures, covers investment insights and portfolio updates","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Bastian Hasslinger (Index Ventures)","Index Ventures",f55ffe73-e6d3-4236-a794-fc1142a1d4bc,YES,YES,NO,"https://linkedin.com/in/bastian-hasslinger","Bastian Hasslinger is a partner at Index Ventures. Backs exceptional entrepreneurs across US and Europe","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Bayes Ventures","Bayes Ventures",83ef3b6e-522b-495b-8a3a-1428f9dfeab0,YES,NO,YES,"https://linkedin.com/in/bayes-ventures","Bayes Ventures is a vc firm focused on Healthcare, Generalist, FinTech investing at Pre-seed and Seed stage.","Healthcare; Generalist; FinTech; SaaS; Enterprise","Pre-seed; Seed; Angel"
"BBG Ventures","BBG Ventures",10f55623-c50d-4ce5-8982-657f1b254ac8,YES,YES,NO,"https://linkedin.com/in/bbg-ventures","","AI; SaaS; Healthtech","Seed; Series A"
"be in the (A16z)","be in the (A16z)",b58ebe99-ccfd-4f98-a1e4-457cca7d9ff8,YES,YES,YES,"","Team member at A16z. Discovered from: https://a16z.com/about/","AI/ML; Crypto; SaaS",""
"Bean Choi","Bean Choi",0b9b7c63-8bf5-44a8-9a68-7a28ad93a188,YES,YES,YES,"https://linkedin.com/in/bean-choi","Partner at Hustle Fund","SaaS; AI/ML","Seed; Series A"
"Bean Huynh","Bean Huynh",625c1c6a-b215-410b-b9d3-80cd300ea87f,YES,YES,YES,"https://linkedin.com/in/bean-huynh","Partner at Hustle Fund","SaaS; AI/ML","Seed; Series A"
"Becca Graff","Becca Graff",8ee341f2-6085-4ac4-a451-09ef34f31bea,YES,NO,YES,"https://linkedin.com/in/becca-graff","Administrative Assistant at Initialized","SaaS; AI/ML","Seed; Series A"
"Becca Graff (Initialized)","Initialized Capital",b8123ad3-670e-4219-bd61-d0314ba02f96,YES,YES,NO,"https://linkedin.com/in/becca-graff","Administrative Assistant at Initialized","SaaS; Consumer; Developer Tools; AI/ML","Pre-Seed; Seed"
"Bee Partners","Bee Partners",e7588a2a-81ce-405b-b936-4eabbe80a3c5,YES,NO,YES,"https://linkedin.com/in/bee-partners","Bee Partners is a vc firm focused on Enterprise Software, Minority Founders, Female Founders investing at Pre-Seed stage.","Enterprise Software; Minority Founders; Female Founders","Pre-Seed"
"Bejul Somaia","Bejul Somaia",b0e5e197-79f3-47cc-a934-2c2ba88f07ef,YES,YES,YES,"https://linkedin.com/in/bejul-somaia","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Bejul Somaia (Lightspeed)","Lightspeed Venture Partners",878ecf3c-1f00-47c5-b942-b1d74a1cf5f1,YES,YES,NO,"https://linkedin.com/in/bejul-somaia","Partner at Lightspeed, focuses on AI, Global/US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Ben Casnocha","Ben Casnocha",ec803ece-38e6-41f8-a65f-a4a5f9d8b236,YES,YES,YES,"https://linkedin.com/in/ben-casnocha","General Partner at Village Global","technology","seed; series_a"
"Ben Casnocha (Village Global)","Ben Casnocha (Village Global)",ecf7e15d-9fcc-44ca-8cef-2a5f3f2f7e3b,YES,YES,YES,"https://linkedin.com/in/ben-casnocha","General Partner at Village Global","technology","seed; series_a"
"Ben CasnochaGeneral (Villageglobal)","Ben CasnochaGeneral (Villageglobal)",afcc89c6-73a4-4305-83e2-3644212ed33a,YES,YES,YES,"https://linkedin.com/in/ben-casnochageneral","","SaaS; AI/ML","Seed; Series A"
"Ben Hartheimer (North Pond Ventures)","Ben Hartheimer (North Pond Ventures)",42c7d80f-c47a-42a3-840f-adfa6e850a17,YES,YES,YES,"https://linkedin.com/in/ben-hartheimer","Senior Associate, Portfolio Operations","SaaS; AI/ML","Seed; Series A"
"Ben Hartheimer Senior (Northpondventures)","Ben Hartheimer Senior (Northpondventures)",beb4e5f2-d6af-4798-8cfd-6dd629ba2aae,YES,YES,YES,"https://linkedin.com/in/ben-hartheimer-senior","","SaaS; AI/ML","Seed; Series A"
"Ben Horowitz","Ben Horowitz",6a0abbab-2b8c-412d-b59a-7c63f910258b,YES,YES,YES,"https://linkedin.com/in/ben-horowitz","Co-founder and General Partner at Andreessen Horowitz","AI/ML; Crypto; SaaS; Consumer","Seed; Series A; Series B; Growth"
"Ben Lerer","Ben Lerer",ccef41f0-9c44-4931-9bd7-d8b30c01a53b,YES,YES,YES,"https://linkedin.com/in/ben-lerer","Managing Partner at Lererhippeau since 2010","SaaS; AI/ML","Seed; Series A"
"Ben Lerer (Lerer Hippeau)","Ben Lerer (Lerer Hippeau)",c580f5d2-1fa0-4342-81d4-d01b121148be,YES,YES,YES,"https://linkedin.com/in/ben-lerer","Managing Partner at Lerer Hippeau since 2010","Generalist","Seed"
"Ben Paull","Ben Paull",56964186-7753-481f-a234-467ec6f5ce16,YES,YES,YES,"https://linkedin.com/in/ben-paull","Team Member at Ribbitcap","SaaS; AI/ML","Seed; Series A"
"Ben Paull (Ribbit Capital)","Ben Paull (Ribbit Capital)",8497f57c-6777-4a5e-b004-3195867dd5d2,YES,NO,YES,"https://linkedin.com/in/ben-paull","Ben Paull (Ribbit Capital) is a vc firm focused on technology investing at seed and series_a stage.","technology","seed; series_a"
"Benjamin Kim","Benjamin Kim",6f58e9a7-577c-4d65-9126-b08e93fb0f44,YES,YES,YES,"https://linkedin.com/in/benjamin-kim","Partner at Playground","SaaS; AI/ML","Seed; Series A"
"Bessemer","Bessemer",1ac44c3b-d643-4b95-8be6-7968ef3f7361,YES,YES,YES,"","Venture capital firm","SaaS; Cloud; Healthcare","Seed; Series A; Series B; Growth"
"Bessemer Venture (Bvp)","Bessemer Venture Partners",536bf4f4-bceb-4ab1-b563-1fd633b4b621,YES,YES,NO,"https://linkedin.com/in/bessemer-venture","Bessemer Venture is a partner at Bessemer Venture Partners. Multi-stage in cloud, consumer, healthcare, space","AI; SaaS; Healthcare","Seed; Series A"
"Bessemer Venture Partners","Bessemer Venture Partners",94482fe0-a496-4e29-a5d8-698ea5a6f5d1,YES,YES,NO,"https://linkedin.com/in/bessemer-venture-partners","Respected VC firm with a focus on SaaS and cloud computing.","technology; SpaceTech; SaaS; Defense; AI/ML","seed; series_a"
"Betaworks","Betaworks",e8c6c187-25a5-41eb-8fb8-501ce2e35411,YES,YES,NO,"https://linkedin.com/in/betaworks","","AI; SaaS; Consumer Internet","Seed; Series A"
"Betaworks Ventures","Betaworks Ventures",ea7a7157-48a3-40f8-807c-2e69ec170255,YES,NO,YES,"https://linkedin.com/in/betaworks-ventures","Betaworks Ventures is a vc firm focused on Consumer Software, Minority Founders, Female Founders investing at Pre-Seed and Seed stage.","Consumer Software; Minority Founders; Female Founders","Pre-Seed; Seed"
