id,name,desc_length,sector_count,team_score,traction_score,market_score,product_score,vision_score,total_god_score,sectors,status,has_extracted_data
212e32a8-f1a4-414d-9f54-3298874f3706,"Quill",211,1,30,20,30,30,30,40,"technology",approved,0
d0dc8a59-ff71-4bf7-a823-e8254e51b439,"Routine",112,1,30,20,30,30,30,40,"gaming",approved,0
3be8d82c-8bf1-4024-849b-8a963cf8d5e6,"GC Wealth",47,1,10,13,10,10,8,50,"Technology",approved,0
58df67ea-7814-40cc-82a3-93e1bd57fcf1,"Stan",211,1,30,20,30,30,55,40,"technology",approved,0
fe854cf1-46cb-4c32-9a9b-b1e233009e2b,"Abnormal AI",221,2,30,20,70,30,30,40,"ai/ml|cleantech",approved,0
bf80ccce-d247-4641-adf5-5291a78b99f4,"Hurry",152,1,30,20,30,30,30,40,"gaming",approved,0
0ad7f076-8989-42b0-b7fc-24cd25c0b543,"Glean",51,2,30,20,70,30,30,40,"ai/ml|hr tech",approved,1
8f3d784a-4d98-43dc-9a0d-b9af36390798,"Phil",230,3,30,20,70,30,55,40,"ai/ml|healthtech|cleantech",approved,0
40077f5d-1de3-4532-be2c-9e60856774a9,"Flex",216,3,30,20,70,30,55,40,"ai/ml|fintech|cleantech",approved,0
51d9e211-a799-4a60-9ce3-2148535b81cf,"NodeSpace",267,3,55,20,40,55,30,40,"crypto|web3|defi",approved,1
af34ea4e-816d-4eb5-b2bd-775535ef8899,"HATCo",39,1,11,14,11,11,8,55,"Healthcare",approved,0
6839700b-1d45-4341-bea4-83ee7a99b363,"Crosby",209,2,30,20,40,30,30,40,"cleantech|legaltech",approved,0
01f503c0-4eac-46db-9bdf-d76dcbe249c7,"InvoiceCloud",216,2,30,20,70,30,55,40,"fintech|saas",approved,0
4bbcb455-0ea5-45a7-8014-31121cdc5a50,"Tavus",196,1,30,20,60,30,30,40,"ai/ml",approved,0
942217fb-e694-4003-963d-3fd4eb1f26a6,"Camber",65,1,30,20,30,30,30,40,"technology",approved,1
c5e7487d-954e-426b-bbe7-5642736d917d,"Nubank",214,1,30,20,30,30,30,40,"fintech",approved,0
13e1df01-60dd-4cd4-af99-749ace6863d5,"Benchling",221,2,30,20,40,30,30,40,"healthtech|iot",approved,0
a656c3aa-c811-47b6-a73f-41a419a216a6,"Rundit",150,1,30,20,30,30,30,40,"technology",approved,0
e79c8501-3d03-46ec-9885-cb90388f567e,"General Catalyst Institute",62,1,10,13,10,10,8,50,"Gaming",approved,0
6fcdcebf-dd19-4bf3-961c-67b7677ef874,"Lila Sciences",213,3,30,20,70,55,55,44,"ai|deeptech|research",approved,0
66213d74-266b-4ac0-b8ad-aa1207e2ee4c,"bytedance",227,1,30,20,30,30,55,40,"technology",approved,0
1e0e67b5-27dc-4228-a5c6-16f11907b955,"Carta",215,1,30,20,30,30,30,40,"gaming",approved,0
cdeb3e42-7cbf-4f39-8e28-0be932c1dddb,"Pinecone",0,1,30,20,30,30,30,40,"artificial intelligence / data management",approved,0
520ff446-669f-4f0b-b3f6-c483be4f281d,"Vannevar Labs",240,3,30,20,40,30,55,40,"cleantech|cybersecurity|gaming",approved,0
3524fc61-b662-41c0-83e7-4e3be0e5369e,"philz1337x",219,1,30,20,30,30,55,40,"technology",approved,0
4e44f198-4d8b-4857-8fbd-0522d3b1194c,"Coastpay",44,2,30,20,70,30,30,40,"ai/ml|fintech",approved,1
fdefa01d-52c5-48b2-8d73-419ab693df30,"Human API",223,3,30,20,40,30,30,40,"healthtech|hr tech|developer tools",approved,0
45ef7a89-cbd0-453e-8516-26771056de81,"Ideogram",28,1,30,20,30,55,30,40,"technology",approved,0
4d075494-51c0-4915-af04-d6bbed85e9f6,"Luma AI",25,2,30,20,70,55,30,41,"ai/ml|saas",approved,0
9d19bb49-a13c-4538-8c5d-c5c8d82bad73,"Carbon Health",36,3,30,20,70,30,30,40,"healthcare|climate tech|gaming",approved,0
1b449b48-571c-4c24-80ec-cb34be836653,"Nextdoor",27,1,30,20,30,30,30,40,"media",approved,0
62545595-50c2-4138-8fce-a3163e568b1a,"Campfire",22,1,30,20,60,30,30,40,"saas",approved,0
06902b09-279f-4ea8-b4f5-ac0c32f3ba56,"PermitFlow",234,2,30,20,70,30,55,40,"ai/ml|cleantech",approved,0
243305a8-f567-468f-8f84-492e1dfbe14f,"StockGro",97,0,30,20,30,30,30,40,"",approved,0
dc845b79-227e-4235-b727-356752b05183,"Northwood",36,1,30,20,30,55,30,40,"gaming",approved,0
34ba7aa8-b103-40ff-9bb0-e69230f4844e,"Seezo",51,1,30,20,30,30,30,40,"technology",approved,0
264d5994-e00f-4f1c-9829-74c93e4d69e5,"TimeTuna",72,0,30,20,30,30,30,40,"",approved,0
833c4fdb-8e90-4fe2-a1b3-9a8149641a1e,"Huggingface",0,1,30,20,30,30,30,40,"artificial intelligence / natural language processing",approved,0
1e6deca8-42d0-4b3f-9b34-7ab9e4fff7a9,"FurtherAI",21,2,30,20,70,55,30,41,"saas|gaming",approved,0
ce2d8dac-a4a1-4033-af5e-dc67b8fbc4d6,"Quora",34,1,30,20,30,55,30,40,"technology",approved,0
88d9ea0f-4da1-4e1a-9bfd-ad15d011987e,"Funding And TAE",50,0,30,20,30,30,30,40,"",approved,0
e69dce41-fb7b-425c-a8ea-012ed53e80f5,"Ascend Arc",226,3,30,20,40,30,55,40,"cleantech|spacetech|gaming",approved,0
9d677229-fbb6-4704-964b-85a5fbb930c3,"EigenLayer",25,1,30,20,60,55,30,40,"fintech",approved,0
7451c21c-4e5a-475e-80f3-5fb87227026e,"Hebbia",31,1,30,20,30,55,30,40,"gaming",approved,0
27982937-ec58-48cc-9fa1-51628255fb58,"Paytm",210,2,30,20,70,30,30,40,"ai/ml|fintech",approved,0
6dbdc5c0-7ed9-4217-bf09-107a8479951e,"LMArena",43,2,30,20,40,55,30,40,"developer tools|gaming",approved,0
de5da765-61c4-4f04-9d81-8ea22d8bdce6,"Levels",51,2,30,20,70,30,30,40,"healthcare|climate tech",approved,0
8fcfd884-0e26-4c08-a6e7-596f8deca5a6,"Recraft",39,1,30,20,30,30,30,40,"technology",approved,0
44a789e4-fe86-4461-95c8-26a48f83d391,"Claude Opus 4.5",227,2,30,20,70,30,30,40,"ai/ml|cleantech",approved,0
917606d6-bcfe-4647-ba8b-65fa07f1efab,"Story",32,2,30,20,70,55,30,41,"fintech|gaming",approved,0
0470913b-4dfa-4d31-a9a7-999a8a2f1a76,"Mintlify",40,2,30,20,40,55,30,40,"developer tools|gaming",approved,0
4a348bef-17ce-4c62-b925-d1f092107335,"Rocket",25,1,30,20,30,30,30,40,"technology",approved,0
b0418611-10eb-4c2a-b2ea-9f38f3d2ea6d,"Kaedim",28,1,30,20,30,55,30,40,"media",approved,0
28ef8f8c-9798-452f-b19e-41934fb15766,"TAE Technologies",50,0,30,20,30,30,30,40,"",approved,0
d978832d-4f04-46ba-8c61-9b6b0d3546a9,"Saronic",47,1,30,20,30,55,30,40,"gaming",approved,0
2c8a82f2-6cc4-4c16-b4bf-b77988bca79a,"Nirvana Nearly Doubles",57,1,30,20,30,30,30,40,"technology",approved,0
3f6f4cad-c884-4ee4-9505-e6d83e91812e,"Formation Bio",22,3,30,20,70,55,30,41,"ai/ml|healthcare|gaming",approved,0
db4e02a3-4b4a-4bc2-8714-8f807b09f8c4,"TipTop",25,1,30,20,60,55,30,40,"fintech",approved,0
a90c6e23-5207-4be7-ab8a-8c829e23cb34,"Zola",25,1,30,20,30,30,30,40,"technology",approved,0
c9e3b2a7-0a03-4663-940e-815ae6283aa1,"NextFoods",98,0,30,20,30,30,30,40,"",approved,0
74a3740c-0446-4b01-b18e-c711dea5b5be,"Sesame AI",25,2,30,20,40,55,30,40,"developer tools|gaming",approved,0
2c39e4dd-a3a4-447f-932f-8ff0540fe7ce,"WaveForms AI",29,2,30,20,40,55,30,40,"gaming|consumer",approved,0
dc8183c1-a3b1-496a-9722-4bf337e551dd,"SmartNetworks",242,3,55,90,40,80,30,62,"developer tools|devops|cloud",approved,1
bcd440df-8af7-4810-9911-aeecf1fae761,"Capitalize",220,2,30,20,70,30,55,40,"ai/ml|developer tools",approved,0
e7c07130-3fe9-4e1b-b4d3-4bb60130c27a,"mattrothenberg/drone-art",228,2,30,20,40,30,55,40,"robotics|gaming",approved,0
d39f5e94-a1f9-44d9-b738-8b7ffecabe19,"hyperexponential",26,1,30,20,60,55,30,40,"fintech",approved,0
744f4c7d-9151-4678-9f43-804c201ca965,"Distributional",30,1,30,20,60,55,30,40,"saas",approved,0
2553aece-8ced-49ac-860d-31895f22ac32,"Tigris",24,1,30,20,60,55,30,40,"saas",approved,0
e076f1f8-867f-4598-930d-0348d4debfcc,"Bono",33,1,30,20,30,30,30,40,"technology",approved,0
cc2596f2-baee-4eee-91b1-def7c1d33ecc,"Doss",21,1,30,20,60,30,30,40,"saas",approved,0
cc603299-8756-4541-beff-76c9d0313f90,"Odoo",238,2,30,20,70,30,55,40,"saas|gaming",approved,0
e6a51f79-f191-4b39-8c2e-1f32e07be51c,"GitStory",63,0,30,20,30,30,55,40,"",approved,0
4615a859-000a-475d-b5c2-63b23da01ae6,"Mission Produce Non",59,0,30,20,30,30,30,40,"",approved,0
7d23cf6b-1508-40f8-9fc9-dde75e548b29,"Slide",213,3,30,20,70,30,30,40,"ai/ml|cleantech|consumer",approved,0
b1078d17-acdc-407a-bab6-138244252a42,"LawVriksh",222,3,30,20,40,30,30,40,"cleantech|gaming|legaltech",approved,0
44e6dcff-80f4-4f43-b5a7-b6efd6b8cfd7,"Fly",0,1,30,20,30,30,30,40,"cloud computing",approved,0
c25d7cc8-9309-4ffb-9611-f992c6f05e3f,"Krea",38,2,30,20,40,55,30,40,"gaming|consumer",approved,0
ddc8dab7-bec2-4e9a-9e7c-c300eb9baff3,"Talkiatry",22,1,30,20,60,55,30,40,"healthcare",approved,0
f3a78e56-3f18-452b-babe-5494c0ee43f9,"Wellist",64,0,30,20,30,30,30,40,"",approved,0
0b4675b1-8758-40e9-ac88-6dc6120bd01c,"k-ID",34,1,30,20,30,55,30,40,"cybersecurity",approved,0
6afcdc52-11ac-4ce9-b44a-17699682424b,"Infinitus",33,2,30,20,70,55,30,41,"healthcare|gaming",approved,0
0b2de2db-eef2-4d5f-b8ca-7b58d850ffc1,"Replicate",0,1,30,20,30,30,30,40,"ai",approved,0
505791e2-768f-48fc-8a62-76f5c2d24b5a,"Chronosphere",124,0,30,20,30,30,30,40,"",approved,0
31d11598-5b16-473a-802b-0847664c57e2,"Stability",70,1,30,20,30,30,30,40,"ai",approved,0
5fd8ac7a-9568-452f-b87e-3b024f06ef3b,"Render",67,1,30,20,30,30,30,40,"cloud computing",approved,0
3a530fcb-4a2c-4cef-a966-5947390c9511,"TestBot AI",66,3,30,20,70,30,30,40,"ai/ml|saas|robotics",approved,1
4344faf6-50ca-4640-a993-fe80dbbdc856,"Attentive",232,2,30,20,40,30,55,40,"ecommerce|hr tech",approved,0
08c87ed1-d6cc-46cb-9567-8c361e0579d1,"Crux",21,1,30,20,60,55,30,40,"fintech",approved,0
12339e21-4bd6-4a2d-aad7-de288bf61628,"Nuitée",36,2,30,20,40,30,30,40,"developer tools|consumer",approved,0
ec9c2d3a-b278-4dcc-8294-19c2268dae2b,"Innovative Aerosystems",77,0,30,20,30,30,30,40,"",approved,0
636d6ba1-5b42-496e-954d-88c65f9514cc,"Blackbird",26,2,30,20,70,55,30,41,"fintech|foodtech",approved,0
7a389cb6-6870-47db-9879-5e3379689373,"Cocooncarbon",52,3,30,20,70,30,55,40,"ai/ml|cleantech|gaming",approved,1
702046ab-8e71-4665-b493-b1819fde433f,"Swedish startup",73,0,30,20,30,30,30,40,"",approved,0
3b8f0eec-910e-48fe-a0df-beafad653fd3,"Squint",216,1,30,20,30,30,30,40,"gaming",approved,0
de113918-f696-4ac7-98cb-12bc5d07145c,"Monarch Money",232,1,30,20,30,30,55,40,"gaming",approved,0
ab38c12f-9bba-4ee1-a25c-f634efc85c56,"Superhuman",52,1,30,20,30,30,30,40,"gaming",approved,0
f9e3f16c-030f-4e29-a9a0-a10684d14540,"Polar",40,3,30,20,70,30,30,40,"fintech|climate tech|developer tools",approved,0
4a43e18b-fc95-4c0b-adb4-42d951797a8d,"OSV",221,2,30,20,70,30,30,40,"ai/ml|hr tech",approved,0
b65f0ae4-81f9-469d-a1d8-93e7dcfaa736,"Zerocater",228,2,30,20,40,30,30,40,"cleantech|foodtech",approved,0
b9e2480a-f7b5-4fb0-af49-7e79f46e028b,"Anicca Data Science Solutions",229,1,30,20,60,30,55,40,"saas",approved,0
13072e00-91a6-42ab-be5e-b49e4f8f9aa3,"KB Home",59,0,30,20,30,30,30,40,"",approved,0
2f5f2a74-77c2-499f-81e6-aeaa28db1c6d,"Nebius",40,1,30,20,30,30,30,40,"developer tools",approved,0
334a982c-47b0-4c65-87ce-f421c1dea626,"Vanta",65,1,30,20,30,30,30,40,"cybersecurity",approved,0
c1a8f6e0-5b1e-44f0-9697-628da67c3f7a,"Prophet Security",38,1,30,20,30,30,30,40,"cybersecurity",approved,0
12dec20a-90a2-4c60-9ac4-46221acf1791,"Bridge",66,1,30,20,30,30,30,40,"technology",approved,0
628647e9-620a-42f9-a376-c9e286b26be8,"Chai Discovery",205,3,30,20,70,55,30,41,"ai|biotech|healthcare",approved,0
5ca765ac-714d-48b8-a769-245b9b371d78,"Color",93,1,30,20,30,30,30,40,"technology",approved,0
90c52d4c-9cb1-4353-965a-bf5bd7f4323d,"Fal",228,3,30,20,70,30,30,40,"ai/ml|cleantech|consumer",approved,0
abd969e8-5f36-4682-bda7-c15ba519d0e7,"Biokin",223,1,30,20,30,30,30,40,"cleantech",approved,0
f4b641de-3653-4bdc-b1dd-adbf43ce9efc,"BlackBuck",36,1,30,20,30,30,30,40,"technology",approved,0
3001c68f-69ec-4079-b412-d4b36ec517ba,"Arivihan",37,2,30,20,40,30,30,40,"edtech|gaming",approved,0
282d9334-cb95-4d85-8757-50792d8bf85c,"Built",212,1,30,20,30,30,30,40,"cleantech",approved,0
b99230c9-335d-441c-9b99-ad62499f2c5d,"Sailplane",210,2,30,20,70,30,30,40,"ai/ml|cleantech",approved,0
faf1263a-752d-46cd-aea4-f71347f3fd46,"True Anomaly",26,1,30,20,30,30,30,40,"cybersecurity",approved,0
44badcf9-9afb-4cfb-9c94-c22210086bdc,"SmartSecurity",252,3,55,100,40,80,30,65,"developer tools|devops|cloud",approved,1
9c07fb9a-a90f-414d-8cff-2786380ae968,"Mistral priced the",163,1,30,20,30,30,30,40,"technology",approved,0
c37de3aa-f58b-4b30-8caa-656f477ec7be,"Raspberry AI",19,1,30,20,30,30,55,40,"technology",approved,0
8bac94eb-80b2-481d-bacd-99c4246802a6,"Omnea",32,1,30,20,30,30,30,40,"technology",approved,0
c2b3881a-b4fc-4e35-a9ac-f75ab70f320c,"ADARx",191,1,30,20,30,30,30,40,"gaming",approved,0
