Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"Duygu Clark","DO Venture Partners",804c8c1e-05ed-4005-8b39-ea9278598f6f,YES,NO,NO,"https://linkedin.com/in/duygu-clark","Duygu Clark is an investor at DO Venture Partners focused on AI, SaaS, Fintech investing at Seed and Series A stage.","AI; SaaS; Fintech","Seed; Series A"
"Dylan Field","Dylan Field",64c65a9c-3e58-4052-87ea-8b21b48387e1,YES,NO,YES,"https://linkedin.com/in/dylan-field","Dylan Field is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Dynamk Capital","Dynamk Capital",e2813ad6-9ff1-4536-b08d-a892b3756721,YES,YES,YES,"https://linkedin.com/in/dynamk-capital","","Life Science Industrials only: tools; tech and services","Seed; Series A"
"Earl Jones","Earl Jones",e31780cc-bbc2-4190-8c44-20b25e03b6c4,YES,NO,YES,"https://linkedin.com/in/earl-jones","Earl Jones is a angel investor focused on AI/ML, SaaS, Fintech investing at Seed stage.","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Earl Jones (DCVC)","DCVC",5c8b87e8-021b-406d-89fc-23a5c844b975,NO,YES,NO,"https://linkedin.com/in/earl-jones","Earl Jones is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Earl Jones Operating (Dcvc)","Earl Jones Operating (Dcvc)",9a2572f4-30f8-4409-8e8e-e28ea7c953d3,YES,YES,YES,"","Team member at Dcvc. Discovered from: https://www.dcvc.com/team","SaaS; AI/ML",""
"early general partners","early general partners",c8fd4ac4-1894-48b9-8613-a52e6fe2f66e,YES,YES,YES,"https://linkedin.com/in/early-general-partners","","SaaS; AI/ML","Seed; Series A"
"Earnest Capital","Earnest Capital",cb65e9c8-0b51-4699-a208-c80276c7329e,YES,YES,NO,"https://linkedin.com/in/earnest-capital","","SaaS; Fintech; Consumer Products","Seed"
"EchoVC Partners","EchoVC Partners",62e4b14f-364e-4125-b1e6-7787bbb20bcb,YES,YES,YES,"https://linkedin.com/in/echovc-partners","","Industry/Sector Agnostic; Minority Founders; Female Founders","Seed; Series A; Series B"
"Eclipse","Eclipse",b7392528-2497-4dec-b5f6-014db5c7d316,YES,NO,NO,"https://linkedin.com/in/eclipse","Eclipse is a team of operators and investors building companies that transform physical industries.","AI; SaaS; Fintech; Materials; DeepTech; Manufacturing; Robotics","Seed; Series A; Series B"
"Ed Roman","Hack VC",95394f6b-95fd-4a5c-a017-b50686f46ece,YES,YES,NO,"https://linkedin.com/in/ed-roman","","AI; SaaS; Fintech","Seed; Series A"
"Ed Sim","Boldstart Ventures",8ed33431-ea78-472f-aec9-7181e0b5090f,YES,NO,NO,"https://linkedin.com/in/ed-sim","Boldstart Ventures is a first-check investor in developer-first and enterprise startups. Backed Snyk, BigID, and Kustomer.","AI; SaaS; Fintech","Seed; Series A"
"Ed Sim (Boldstart)","Ed Sim (Boldstart)",876e483d-3779-4482-80c1-026a5f37fb61,YES,YES,YES,"https://linkedin.com/in/ed-sim","","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Eddie Lee","White Star Capital",8620100b-1a34-4ca0-8ddd-73bc819dfb49,YES,NO,NO,"https://linkedin.com/in/eddie-lee","Eddie Lee is an investor at White Star Capital focused on AI, SaaS, Fintech investing at Seed and Series A stage.","AI; SaaS; Fintech","Seed; Series A"
"Eddy Lazzarin","Eddy Lazzarin",0ec3ff9b-40fc-4779-9774-f3275e8716fe,YES,NO,YES,"https://linkedin.com/in/eddy-lazzarin","Chief Technology Officer at A16zcrypto","SaaS; AI/ML","Seed; Series A"
"Edward Mathers","Edward Mathers",9a88d920-0dd0-4d4b-8d57-32dc15456d5d,YES,YES,YES,"https://linkedin.com/in/edward-mathers","Partner","SaaS; AI/ML","Seed; Series A"
"EIRS Special Partners","EIRS Special Partners",a677a186-2883-4df9-8645-177b336d771f,YES,YES,YES,"https://linkedin.com/in/eirs-special-partners","","SaaS; AI/ML","Seed; Series A"
"Ekkta Bathija","Ekkta Bathija",ecb00855-6a9d-4fea-b4c8-97ea90e9bbbd,YES,YES,YES,"https://linkedin.com/in/ekkta-bathija","Finance & Operations Analyst at Village Global","SaaS; AI/ML","Seed; Series A"
"Ekkta Bathija (Village Global)","Ekkta Bathija (Village Global)",f2e001f1-a7fe-4cbd-a8b4-ad8b95e7cad4,YES,NO,YES,"https://linkedin.com/in/ekkta-bathija","Finance & Operations Analyst at Village Global","technology","seed; series_a"
"Elad Gil","Elad Gil Angel",6b8c50c0-14dd-4e9f-8cec-f485f468acd6,YES,YES,NO,"https://linkedin.com/in/elad-gil","","AI; SaaS; Healthcare","Seed; Series A"
"Eldridge Industries","Eldridge Industries",7b973356-0703-4a23-9c43-4cdf4cf7e5ff,YES,YES,YES,"https://linkedin.com/in/eldridge-industries","Follow-on investor in Fixated","SaaS; AI/ML","Seed; Series A"
"Elena Mosse","Elena Mosse",6b99dfd0-ee93-4745-bac2-b13586645a6a,YES,YES,YES,"https://linkedin.com/in/elena-mosse","Analyst at Lowercarboncapital","SaaS; AI/ML","Seed; Series A"
"Elena Mosse (Lowercarbon Capital)","Lowercarbon Capital",e9d0492d-e556-4115-a31d-af8e33a5067f,YES,YES,NO,"https://linkedin.com/in/elena-mosse","Analyst at Lowercarbon Capital","SaaS; AI/ML","Seed; Series A"
"Elfers Emeritus Partners","Elfers Emeritus Partners",6d39beeb-3854-4a1f-b07b-167ae9c78e16,YES,YES,YES,"https://linkedin.com/in/elfers-emeritus-partners","","SaaS; AI/ML","Seed; Series A"
"Eli Conniff","Eli Conniff",f6da0219-38f3-469f-926e-03d76c4bc625,YES,YES,YES,"https://linkedin.com/in/eli-conniff","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Eli Conniff (Lightspeed)","Lightspeed Venture Partners",6cf69f39-5697-4b22-87b4-307a0ba436ac,YES,YES,NO,"https://linkedin.com/in/eli-conniff","Partner at Lightspeed, focuses on growth, US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Elias Quijano, Ph.D.","Elias Quijano, Ph.D.",60255417-78de-4bd5-8f7d-31fb2783fa61,YES,YES,YES,"https://linkedin.com/in/elias-quijano","Principal at Northpondventures","SaaS; AI/ML","Seed; Series A"
"Elias Quijano, Ph.D. (North Pond Ventures)","Elias Quijano, Ph.D. (North Pond Ventures)",b6d7aa0c-f9fa-4f76-9985-2e18e3ca9b9f,YES,YES,YES,"https://linkedin.com/in/elias-quijano","Principal","SaaS; AI/ML","Seed; Series A"
"Eliot Durbin","Eliot Durbin",5a58a4b2-7688-4cf0-babf-ea1f194490f6,YES,YES,YES,"https://linkedin.com/in/eliot-durbin","General Partner at Boldstart","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Eliot Durbin (Boldstart)","Eliot Durbin (Boldstart)",7ff5e311-77d0-45c9-82ca-75a2304f32d5,YES,YES,YES,"https://linkedin.com/in/eliot-durbin","General Partner","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Eliot Durbin General (Boldstart)","Eliot Durbin General (Boldstart)",7456ee56-0e78-4202-8119-32c8b238d5c1,YES,YES,YES,"https://linkedin.com/in/eliot-durbin-general","","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Elisa Schreiber","Elisa Schreiber",48bf91d7-5b10-4786-a57d-fe2d12eeb096,YES,YES,YES,"https://linkedin.com/in/elisa-schreiber","Chief Marketing Officer at Felicis","SaaS; AI/ML","Seed; Series A"
"Elizabeth Harkavy","Elizabeth Harkavy",e9cf45a2-5e9b-4adb-b6b9-bd42f7d0c7b5,YES,YES,YES,"https://linkedin.com/in/elizabeth-harkavy","Investment Partner at A16zcrypto","AI/ML; Crypto; SaaS; Consumer","Seed; Series A; Series B; Growth"
"Elizabeth Harkavy (A16zcrypto)","Andreessen Horowitz",728e6810-ec6b-46dc-a89e-0a767a628d50,YES,YES,NO,"https://linkedin.com/in/elizabeth-harkavy","Investment Partner at A16zcrypto","AI/ML; Crypto; SaaS; Consumer","Seed; Series A; Series B; Growth"
"Elizabeth Harkavy Investment (A16zcrypto)","Andreessen Horowitz",78bcef89-2331-41a8-9a82-8470c57a533d,YES,YES,NO,"https://linkedin.com/in/elizabeth-harkavy-investment","Elizabeth Harkavy Investment is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI/ML; Crypto; SaaS; Consumer; Defense; Robotics","Seed; Series A; Series B; Growth"
"Elizabeth Yin","Hustle Fund",a3134e03-a858-42f7-9960-b978b6654f9e,YES,YES,YES,"https://linkedin.com/in/elizabeth-yin","Invests in hilariously early startups.","AI/ML; API; SaaS","Pre-seed"
"Elizabeth Yin (Hustle Fund)","Elizabeth Yin (Hustle Fund)",d60bfb91-1303-48fb-ac23-e6a13261f53d,YES,YES,YES,"https://linkedin.com/in/elizabeth-yin","Co-founder and General Partner at Hustle Fund","SaaS; AI/ML","Seed; Series A"
"Ellen Chisa","Ellen Chisa",c872b111-45db-4d86-a133-cab2f2e88f5c,YES,NO,YES,"https://linkedin.com/in/ellen-chisa","Ellen Chisa is a angel investor focused on Enterprise, SaaS, Developer Tools investing at Pre-Seed and Seed stage.","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Ellen Chisa (Boldstart)","Ellen Chisa (Boldstart)",1d12f212-6fa5-4d50-b5a2-c3839735d20b,YES,YES,YES,"https://linkedin.com/in/ellen-chisa","","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Elliott Robinson","Elliott Robinson",76b6c554-8cb2-46e8-a3a0-e48a493db9da,YES,NO,YES,"https://linkedin.com/in/elliott-robinson","Elliott Robinson is a angel investor focused on AI, SaaS, Healthcare investing at Seed and Series A stage.","AI; SaaS; Healthcare","Seed; Series A"
"Elysium Venture Capital","Elysium Venture Capital",b5b275e1-27d3-4cc0-bbcd-95c11bfa5862,YES,YES,YES,"https://linkedin.com/in/elysium-venture-capital","","Looking at companies in Consumer; SaaS/Enterprise; Fintech","Seed; Series A"
"Emerging Managers Fund","Emerging Managers Fund",c18e7a0c-3e2c-4043-a1c9-918cd7f1cdba,YES,NO,YES,"https://linkedin.com/in/emerging-managers-fund","Emerging Managers Fund is a vc firm focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Emeritus Erik Torenberg (Villageglobal)","Emeritus Erik Torenberg (Villageglobal)",2f851c45-9e99-4c4d-a0d2-44607696e65a,YES,YES,YES,"https://linkedin.com/in/emeritus-erik-torenberg","","SaaS; AI/ML","Seed; Series A"
"Emeritus Founding (Greylock)","Greylock Partners",79bb8107-f620-4ade-9aea-59e72c69bbcd,YES,YES,NO,"https://linkedin.com/in/emeritus-founding","Emeritus Founding is a partner at Greylock Partners. Focus on consumer, enterprise, and crypto at Series A+","Enterprise; SaaS; Consumer; AI/ML","Seed; Series A; Series B"
"Emeritus Founding Partners","Emeritus Founding Partners",b2689660-1da7-42fd-a846-7c9a404dd283,YES,YES,YES,"https://linkedin.com/in/emeritus-founding-partners","","SaaS; AI/ML","Seed; Series A"
"Emeritus Partners","Emeritus Partners",37aa7a81-b9fa-4624-9c40-fbc3db7a8353,YES,YES,YES,"https://linkedin.com/in/emeritus-partners","","SaaS; AI/ML","Seed; Series A"
"Emery Rosansky","Emery Rosansky",773e1d98-c5cf-463c-996f-bcbaf75fb3f2,YES,NO,YES,"https://linkedin.com/in/emery-rosansky","VP, Founder Success & GTM at Firstround","SaaS; AI/ML","Seed; Series A"
"Emily Libresco","Emily Libresco",9e4b9951-5332-4316-a40f-612f7cd4b5ad,YES,YES,YES,"https://linkedin.com/in/emily-libresco","Head of Marketing & Communications at Lererhippeau since 2021","SaaS; AI/ML","Seed; Series A"
"Emily Libresco (Lerer Hippeau)","Emily Libresco (Lerer Hippeau)",cb3de0f9-0431-42a9-85e6-f4c80e4f5656,YES,YES,YES,"https://linkedin.com/in/emily-libresco","Head of Marketing & Communications at Lerer Hippeau since 2021","Generalist","Seed"
"Emily Park (Dcvc)","DCVC",598ce8ad-6aa8-4bd0-ad9c-f27c38c9cd8b,YES,YES,NO,"https://linkedin.com/in/emily-park","Emily Park is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Emma Peng","Target Global",761b3039-7cad-4418-9179-7febd5610f3e,YES,NO,NO,"https://linkedin.com/in/emma-peng","Emma Peng is an investor at Target Global focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
