Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"BoardContactACA PartnershipsPathway Partners","BoardContactACA PartnershipsPathway Partners",bd72cb38-4c19-49e9-ab3f-8f628b4c1ee3,YES,NO,YES,"https://linkedin.com/in/boardcontactaca-partnershipspathway-partners","BoardContactACA PartnershipsPathway Partners is a vc firm focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Bob Goodman","Bob Goodman",83148d67-1833-4663-9830-3e96b046f754,YES,YES,YES,"https://linkedin.com/in/bob-goodman","Partner at Bessemer Venture Partners","SaaS; Cloud; Healthcare","Seed; Series A; Series B; Growth"
"Bob Henderson","Bob Henderson",7bd953c7-0450-445a-ad2c-16d6846c416a,YES,YES,YES,"https://linkedin.com/in/bob-henderson","Emeritus Partner at Greylock","Enterprise; SaaS; Consumer","Seed; Series A; Series B"
"Bob Henderson (Greylock)","Greylock Partners",b7e163b2-51d3-474d-9700-494081e970df,YES,YES,NO,"https://linkedin.com/in/bob-henderson","Bob Henderson is a partner at Greylock Partners. Focus on consumer, enterprise, and crypto at Series A+","Enterprise; SaaS; Consumer","Seed; Series A; Series B"
"Bogomil Balkansky","Bogomil Balkansky",e69d7b89-b47d-4a0e-b2b5-80be8f644deb,YES,YES,YES,"https://linkedin.com/in/bogomil-balkansky","Sequoia Capital Partner focused on Seed/Early stage investments","SaaS; AI/ML","Seed; Series A"
"Bogomil Balkansky (Sequoiacap)","Sequoia Capital",a52b129d-c02c-4067-a9a9-95a598ff2e07,YES,YES,NO,"https://linkedin.com/in/bogomil-balkansky","Seed/Early stage investor at Sequoia Capital","AI/ML; SaaS; Consumer; Fintech","Seed; Series A; Series B; Growth"
"boldicorn Ed Sim (Boldstart)","boldicorn Ed Sim (Boldstart)",a1fe7ed9-3d41-4062-aae3-64b595db4e41,YES,YES,YES,"","","Enterprise; SaaS",""
"boldicorn Ed Sim (Boldstart)","boldicorn Ed Sim (Boldstart)",6504d35e-195d-4767-8b8a-7b6bd307505b,YES,YES,YES,"","","Technology","Seed; Series A"
"BOLDstart Ventures","BOLDstart Ventures",32d00199-97f9-41ec-8de4-48f127264776,YES,YES,NO,"https://linkedin.com/in/boldstart-ventures","","AI; SaaS; Cybersecurity","Seed; Series A"
"Bonart Financial Performance","Bonart Financial Performance",6286fe7d-6208-4ae7-8ae9-8e78be5385b2,YES,YES,NO,"https://linkedin.com/in/bonart-financial-performance","","AI/ML; SaaS; Fintech","Seed"
"Bonfire Ventures","Bonfire Ventures",729cbb18-1c85-40ae-a64b-877dcf52417a,YES,NO,YES,"https://linkedin.com/in/bonfire-ventures","Bonfire Ventures is a vc firm focused on Enterprise Software, Marketplace, Cybersecurity investing at Pre-Seed and Seed stage.","Enterprise Software; Marketplace; Cybersecurity; Education","Pre-Seed; Seed"
"Boost VC","Boost VC",f6870131-4f42-45f2-a357-1cbb5ad72d6d,YES,NO,NO,"https://linkedin.com/in/boost-vc","Most active Deep Tech investor on the planet, averaging one deal per week.","AI; SaaS; Blockchain","Seed; Series A"
"Bowery Capital","Bowery Capital",670b9797-f6c5-4e02-9cfd-aef01632a611,YES,YES,NO,"https://linkedin.com/in/bowery-capital","","SaaS; Enterprise; B2B Tech; IT; Energy; Healthcare; Construction; Agriculture; Workflow; Applied AI","Pre-seed; Seed"
"Brad Bolzon, Ph.D.","Brad Bolzon, Ph.D.",d7b626b3-628e-4b7a-86a6-596698a4de90,YES,YES,YES,"https://linkedin.com/in/brad-bolzon","Chairman, Managing Director at Versantventures","SaaS; AI/ML","Seed; Series A"
"Brad Bolzon, Ph.D. (Versant Ventures)","Brad Bolzon, Ph.D. (Versant Ventures)",9215c8f4-51ac-4cfb-b9a1-1489863416cf,YES,NO,YES,"https://linkedin.com/in/brad-bolzon","Brad Bolzon, Ph.D. is an investor at Brad Bolzon, Ph.D. (Versant Ventures) focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Brad Feld","Brad Feld",a4a63d0a-8650-4745-9b25-40ce4dc33f27,YES,NO,YES,"https://linkedin.com/in/brad-feld","Managing Director at Foundry Group","SaaS; AI/ML","Seed; Series A"
"Brad Gerstner","Brad Gerstner",ff523564-abc7-423f-a0e3-58e1fcc93a1e,YES,YES,YES,"","Partner at Nyca Partners","SaaS; AI/ML; Consumer; Fintech","Pre-Seed; Seed"
"Brand Foundry Ventures","Brand Foundry Ventures",942df028-84ba-4c29-b760-59058fa2361b,YES,YES,YES,"https://linkedin.com/in/brand-foundry-ventures","","Direct To Consumer; Consumer Software; CPG; Female Founders","Pre-Seed; Seed"
"Brendan Boyle","Brendan Boyle",9adbc646-5f6a-45f1-80b7-704804ec5c50,YES,NO,YES,"https://linkedin.com/in/brendan-boyle","Brendan Boyle is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Brendan Boyle (Index Ventures)","Index Ventures",0679797d-82ac-4a12-9102-f78699d7393e,YES,YES,NO,"https://linkedin.com/in/brendan-boyle","Brendan Boyle is a partner at Index Ventures. Backs exceptional entrepreneurs across US and Europe","SaaS; Fintech; Consumer","Seed; Series A; Series B"
"Brenton Fargnoli (Lsvp)","Brenton Fargnoli (Lsvp)",1a7dd598-2b3e-453d-a46b-f751fe65d406,YES,YES,YES,"https://linkedin.com/in/brenton-fargnoli","","SaaS; AI/ML","Seed; Series A"
"Brett Berson","Brett Berson",8ff75b48-491d-426e-8881-2c813aa08af2,YES,YES,YES,"https://linkedin.com/in/brett-berson","Partner at Firstround","AI; SaaS; Consumer","Seed; Series A"
"Brett Berson (First Round)","First Round Capital",ced0cdc1-6d04-4c07-b290-99ad5ad95bf6,YES,YES,NO,"https://linkedin.com/in/brett-berson","Brett Berson is a partner at First Round Capital. Seed-stage investor helping entrepreneurs build remarkable companies","SaaS; Consumer; Enterprise; AI/ML","Pre-Seed; Seed"
"Brett Bolkowy","Brett Bolkowy",7ac8b634-02ff-4b87-9e52-b6be893030e2,YES,YES,YES,"https://linkedin.com/in/brett-bolkowy","Director of Special Projects at Village Global","SaaS; AI/ML","Seed; Series A"
"Brett Bolkowy (Village Global)","Brett Bolkowy (Village Global)",2de69ab0-b7ec-45ce-9b0d-899f003097e7,YES,YES,YES,"https://linkedin.com/in/brett-bolkowy","Director of Special Projects at Village Global","technology","seed; series_a"
"Brett Browman","Brett Browman",344d7abb-dc8d-4159-98f0-597b1a03e632,YES,NO,YES,"https://linkedin.com/in/brett-browman","Brett Browman is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Brett Browman (Khosla Ventures)","Khosla Ventures",f2de5f54-397a-4c5b-95b7-9c1315eabe33,YES,YES,NO,"https://linkedin.com/in/brett-browman","Brett Browman is a partner at Khosla Ventures. Audacious ideas in AI, sustainability, healthcare","DeepTech; CleanTech; AI/ML; Healthcare","Seed; Series A; Series B"
"Brett Gibson","Brett Gibson",239cc29f-3814-47ad-accf-4e6c162eb395,YES,YES,YES,"https://linkedin.com/in/brett-gibson","Managing Partner at Initialized","SaaS; Consumer; Developer Tools","Pre-Seed; Seed"
"Brett Gibson (Initialized)","Initialized Capital",3b71eef4-6d6b-4ba5-b472-6bf175e0bc9a,YES,YES,NO,"https://linkedin.com/in/brett-gibson","Managing Partner at Initialized","SaaS; Consumer; Developer Tools; AI/ML","Pre-Seed; Seed"
"Brett GibsonManaging (Initialized)","Initialized Capital",1407faa0-0de3-4936-b2d9-51442327a5c7,YES,YES,NO,"https://linkedin.com/in/brett-gibsonmanaging","Brett GibsonManaging is a partner at Initialized Capital. Backs technical founders at pre-seed and seed","SaaS; Consumer; Developer Tools","Pre-Seed; Seed"
"Brian Byun","Brian Byun",cf8b5c45-b1ed-4a4a-83a5-cdd164cf1517,YES,NO,YES,"https://linkedin.com/in/brian-byun","Brian Byun is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Brian Byun (Khosla Ventures)","Khosla Ventures",b79e179d-50bb-43ce-9ec6-c7c8e4719ae0,YES,YES,NO,"https://linkedin.com/in/brian-byun","Brian Byun is a partner at Khosla Ventures. Audacious ideas in AI, sustainability, healthcare","DeepTech; CleanTech; AI/ML; Healthcare","Seed; Series A; Series B"
"Brian Cuneo","Brian Cuneo",62638866-6a07-48c4-865d-e390f6239e7b,YES,YES,YES,"https://linkedin.com/in/brian-cuneo","Senior Partner at Archventure","SaaS; AI/ML","Seed; Series A"
"Brian Cuneo (Arch Venture Partners)","Brian Cuneo (Arch Venture Partners)",12ac6345-a024-48b7-b1ba-56dd201e6bf3,YES,NO,YES,"https://linkedin.com/in/brian-cuneo","Brian Cuneo (Arch Venture Partners) is a vc firm focused on technology investing at seed and series_a stage.","technology","seed; series_a"
"Brian Cuneo Senior (Archventure)","Brian Cuneo Senior (Archventure)",aac8969d-10f8-49f7-acf6-5808207c0710,YES,YES,YES,"https://linkedin.com/in/brian-cuneo-senior","","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Brian Feinstein","Brian Feinstein",392bd7b3-86e5-4288-9590-bd7e4a15a76d,YES,YES,YES,"https://linkedin.com/in/brian-feinstein","Partner at Bessemer Venture Partners","SaaS; Cloud; Healthcare","Seed; Series A; Series B; Growth"
"Brian Nguyen","Brian Nguyen",e07d63ec-fc8a-4f9b-9279-5e35ce82afd5,YES,NO,YES,"https://linkedin.com/in/brian-nguyen","Experience: SmithRx · Education: University of California, Berkeley · Location: San Francisco · 500+ connections on LinkedIn. View Brian Nguyen’s profile on LinkedIn, a professional community of 1 bil","SaaS; AI/ML","Seed; Series A"
"Brian Nichols","Brian Nichols",6f00fd72-a362-4b3d-a966-b5198db3d7cf,YES,YES,YES,"https://linkedin.com/in/brian-nichols","Partner at Hustle Fund, Founder of Angel Squad, 60+ investments","SaaS; AI/ML","Seed; Series A"
"Brian O'Malley","Brian O'Malley",63e27f88-e477-44a4-89da-f5cd134fc58c,YES,YES,YES,"https://linkedin.com/in/brian-o-malley","Board Partner at Forerunnerventures","SaaS; AI/ML","Seed; Series A"
"Brian O'Malley (Forerunner Ventures)","Brian O'Malley (Forerunner Ventures)",e50bd1b0-c0a6-4947-b975-b4561cef5f62,YES,YES,YES,"https://linkedin.com/in/brian-o-malley","Board Partner","technology","seed; series_a"
"Brian Stolle","Brian Stolle",da629447-8a52-49bc-aa2f-b7230b4f3d30,YES,YES,YES,"https://linkedin.com/in/brian-stolle","Partner at Nyca Partners","SaaS; AI/ML; Consumer; Fintech","Pre-Seed; Seed"
"Brick & Mortar Ventures","Brick & Mortar Ventures",8f937113-fb54-47e2-b3fa-1ab3a4f19441,YES,NO,YES,"https://linkedin.com/in/brick-mortar-ventures","Brick & Mortar Ventures is a vc firm focused on Software and hardware solutions for architecture, engineering investing at Seed and Series A stage.","Software and hardware solutions for architecture; engineering","Seed; Series A"
"Bridge Ventures","Bridge Ventures",b563fe63-fe09-4c5e-a46d-65aa5af6a71f,YES,NO,NO,"https://linkedin.com/in/bridge-ventures","Bridge Ventures is a vc firm focused on AI/ML, SaaS, Fintech investing at Seed and Series A stage.","AI/ML; SaaS; Fintech","Seed; Series A; Series B"
"Brighton Park Capital","Brighton Park Capital",efa42b67-957b-4698-a258-30bbaeaddd5c,YES,YES,YES,"https://linkedin.com/in/brighton-park-capital","","Enterprise software","Series A; Series B; Series C"
"Brigitte Bonebrake","Brigitte Bonebrake",987c0f98-3678-476f-a0fb-8840b729eeae,YES,YES,YES,"https://linkedin.com/in/brigitte-bonebrake","Assistant Controller at Lererhippeau since 2025","SaaS; AI/ML","Seed; Series A"
"Brigitte Bonebrake (Lerer Hippeau)","Brigitte Bonebrake (Lerer Hippeau)",47203f27-f424-4083-8727-a5b43a54f291,YES,NO,YES,"https://linkedin.com/in/brigitte-bonebrake","Assistant Controller at Lerer Hippeau since 2025","Generalist","Seed"
"Brooke Seawell","Brooke Seawell",7e32cc52-71f7-44a6-b438-2a8c5d92cc44,YES,YES,YES,"https://linkedin.com/in/brooke-seawell","Venture Partner","SaaS; AI/ML","Seed; Series A"
"Brooke Seawell (Nea)","New Enterprise Associates",9aa1f566-c621-4791-9dad-f618fc6847fd,YES,YES,NO,"https://linkedin.com/in/brooke-seawell","Brooke Seawell is a partner at New Enterprise Associates. Stage-agnostic across technology and healthcare","Healthcare; Enterprise; Consumer","Seed; Series A; Series B; Growth"
"Brookfield","Brookfield",c87c01cf-a449-4c02-ba6d-b592c3b032ac,YES,YES,NO,"https://linkedin.com/in/brookfield","Brookfield partners with QAI for a $20 billion joint venture focused on AI infrastructure.","AI; SaaS; Healthcare","Seed; Series A"
"Brooklyn Bridge Ventures","Brooklyn Bridge Ventures",9634d694-909c-4178-b8a2-dcaa6fdf31ff,YES,NO,NO,"https://linkedin.com/in/brooklyn-bridge-ventures","Brooklyn Bridge Ventures is a vc firm focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"Bruce Armstrong","Bruce Armstrong",916e12c2-dc6a-4903-8ae4-ddbdd8e053c0,YES,YES,YES,"https://linkedin.com/in/bruce-armstrong","Operator at Khosla Ventures","SaaS; AI/ML","Seed; Series A"
"Bruce Armstrong (Khosla Ventures)","Khosla Ventures",3dd686af-7c12-4d14-9ee4-713a01f6d3dc,YES,YES,NO,"https://linkedin.com/in/bruce-armstrong","Bruce Armstrong is a partner at Khosla Ventures. Audacious ideas in AI, sustainability, healthcare","DeepTech; CleanTech; AI/ML; Healthcare","Seed; Series A; Series B"
"Bruce Leak","Bruce Leak",4566d615-b570-4f4c-8386-a19d8a0020b4,YES,YES,YES,"https://linkedin.com/in/bruce-leak","General Partner at Playground","SaaS; AI/ML","Seed; Series A"
"Bruce Leak (Playground)","Playground Global",3b5cb457-d5a1-4a21-9823-bcb9e39d4761,YES,YES,NO,"https://linkedin.com/in/bruce-leak","Bruce Leak is a partner at Playground Global. Deep tech in robotics, AI, breakthrough hardware","SaaS; AI/ML; DeepTech; Robotics; Materials","Seed; Series A"
