Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"Coen Armstrong (Spark Capital)","Coen Armstrong (Spark Capital)",77097cc4-33c9-4ae3-a9c4-e2df26ec3151,YES,YES,YES,"https://linkedin.com/in/coen-armstrong","Partner at Spark Capital","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Coinbase Ventures","Coinbase Ventures",03c9ad0b-3e4e-46d1-8d5a-7b5735419270,YES,YES,YES,"","Discovered from: FinSMEs","SaaS","Seed; Series A"
"Coinstreet Partners","Coinstreet Partners",1d5b6959-2b84-4a2f-b2f1-f437614c12b8,YES,YES,YES,"https://linkedin.com/in/coinstreet-partners","","Blockchain; Cryptocurrency; Financial Services; FinTech","Seed; Series A; Series B"
"collaborate closely with (Playground)","collaborate closely with (Playground)",68a3edc8-2e41-4cb2-808d-b078908d90f0,YES,YES,YES,"","Team member at Playground. Discovered from: https://www.playground.vc/team","Technology","Seed; Series A"
"Collaborative Fund","Collaborative Fund",d5de162d-2fda-4017-b275-31864d907007,YES,YES,NO,"https://linkedin.com/in/collaborative-fund","Backing new brands with category- and culture-defining products and services.","Consumer Products; Sustainability; Health & Wellness","Seed; Series A; Series B; Series C"
"Comcast Ventures","Comcast Ventures",93945987-2721-4136-88f8-2e388baa476b,YES,NO,YES,"https://linkedin.com/in/comcast-ventures","Comcast Ventures is a vc firm focused on Generalist investing at Seed stage.","Generalist","Seed"
"Comment Private Equity","Comment Private Equity",89cce677-4a97-4d4c-9cda-500e91055a18,YES,YES,YES,"https://linkedin.com/in/comment-private-equity","","SaaS; AI/ML","Seed; Series A"
"Comment Private Equity","Comment Private Equity",b83366ff-a289-4767-8489-0ec5e2c52527,YES,YES,YES,"https://linkedin.com/in/comment-private-equity","","SaaS; AI/ML","Seed; Series A"
"Commerce Ventures","Commerce Ventures",1bf97c35-bc1d-4916-b733-9bbea4b453f4,YES,NO,YES,"https://linkedin.com/in/commerce-ventures","Commerce Ventures is a vc firm focused on E-Commerce, Insurance, Retail Technology investing at Seed and Series A stage.","E-Commerce; Insurance; Retail Technology","Seed; Series A"
"CommunicationsKim MacniakControllerRobin Praeger (Versantventures)","CommunicationsKim MacniakControllerRobin Praeger (Versantventures)",c9faba46-baca-412c-bb17-1097ae03678f,YES,YES,YES,"https://linkedin.com/in/communicationskim-macniakcontrollerrobin-praeger","","SaaS; AI/ML","Seed; Series A"
"Communitas Capital","Communitas Capital",165336ef-57fd-4ead-897f-2b5ab47fa620,YES,NO,NO,"https://linkedin.com/in/communitas-capital","Communitas Capital is a vc firm focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"community of","community of",69110aa9-2c19-4739-bb93-75bc38d0d32b,YES,YES,NO,"https://linkedin.com/in/community-of","","AI; SaaS; HealthTech","Seed; Series A"
"community of","community of",fa61a0be-6fb1-43b2-a6d7-077d2605a5d3,YES,YES,NO,"https://linkedin.com/in/community-of","","AI; SaaS; Fintech","Seed; Series A"
"Community Zoe Perret (Initialized)","Initialized Capital",94a31e8f-29ef-4d0a-ab15-00ea2f4fa006,YES,YES,NO,"https://linkedin.com/in/community-zoe-perret","Community Zoe Perret is a partner at Initialized Capital. Backs technical founders at pre-seed and seed","SaaS; Consumer; Developer Tools; AI/ML","Pre-Seed; Seed"
"companies to helping (Haystack)","companies to helping (Haystack)",b9741df4-a03b-4fdb-938d-b5cbe8018400,YES,YES,YES,"https://linkedin.com/in/companies-to-helping","","SaaS; AI/ML","Seed; Series A"
"companies to the (Firstround)","companies to the (Firstround)",50c2efd8-c84b-4d78-aaee-cbb0a85ea2bd,YES,YES,YES,"https://linkedin.com/in/companies-to-the","","AI; SaaS; Consumer","Seed; Series A"
"company not the (A16z)","company not the (A16z)",80cedd5a-bb79-4ecc-8adf-493dbe1f424d,YES,NO,YES,"","Team member at A16z. Discovered from: https://a16z.com/about/","Technology","Seed; Series A"
"Company Ventures","Company Ventures",81a4ec59-2592-44e1-a706-f6ffb5bab177,YES,YES,NO,"https://linkedin.com/in/company-ventures","","AI; SaaS; Cloud Computing","Seed; Series A"
"competition watchdog probes (Penews)","competition watchdog probes (Penews)",66441ada-0963-47de-9d21-92bb6a034bd0,YES,YES,YES,"https://linkedin.com/in/competition-watchdog-probes","","SaaS; AI/ML","Seed; Series A"
"competition watchdog probes (Penews)","competition watchdog probes (Penews)",3b2b60c2-9789-4466-8ec8-9d2b9b0ad7e1,YES,YES,YES,"https://linkedin.com/in/competition-watchdog-probes","","SaaS; AI/ML","Seed; Series A"
"Connected Pathway Partners","Connected Pathway Partners",32634fcd-7e5a-465d-9bda-a7be9156c24d,YES,YES,NO,"https://linkedin.com/in/connected-pathway-partners","","AI; SaaS; Fintech","Seed; Series A"
"Connected Pathway Partners","Connected Pathway Partners",dd51ae7e-f03c-46a5-b6bb-fa95d6cb4e5e,YES,NO,NO,"https://linkedin.com/in/connected-pathway-partners","Connected Pathway Partners is a vc firm focused on AI, SaaS, Cloud Computing investing at Seed and Series A stage.","AI; SaaS; Cloud Computing","Seed; Series A"
"Connell Operating (Dcvc)","DCVC",aee044ac-882c-48ba-b418-59ee9b4d1e96,YES,YES,NO,"https://linkedin.com/in/connell-operating","Connell Operating is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Connor Love","Connor Love",f21c45c8-700e-4dcc-9503-f52277514b13,YES,YES,YES,"https://linkedin.com/in/connor-love","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Connor Love (Lightspeed)","Lightspeed Venture Partners",d6a40404-f888-4469-af9f-95b2d8cb6c96,YES,YES,NO,"https://linkedin.com/in/connor-love","Partner at Lightspeed, focuses on enterprise, US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Connor Mullaney","Connor Mullaney",f7e9950c-bb4e-4307-9db0-9bc3d224010f,YES,NO,YES,"https://linkedin.com/in/connor-mullaney","Connor Mullaney is a angel investor focused on SaaS, Consumer, Fintech investing at Seed and Series A stage.","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Connor Mullaney (Spark Capital)","Connor Mullaney (Spark Capital)",322824d3-c844-494c-8363-03bd0504064f,YES,NO,YES,"https://linkedin.com/in/connor-mullaney","Spark Capital is a venture firm that partners with exceptional founders. Invested in Twitter, Slack, Tumblr, and Wayfair.","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Consumer How great (Bvp)","Consumer How great (Bvp)",09cffa5a-439e-4e82-be7c-d6d6b6f53f25,YES,YES,NO,"https://linkedin.com/in/consumer-how-great","","AI; SaaS; Cloud Computing","Seed; Series A"
"Content Roy RosinBoard (Firstround)","Content Roy RosinBoard (Firstround)",b9e8a1ab-764f-4c3b-a274-65e62d51f2b7,YES,YES,NO,"https://linkedin.com/in/content-roy-rosinboard","","AI; SaaS; HealthTech","Seed; Series A"
"Contour Ventures","Contour Ventures",84b7d123-103b-415f-82b2-46293b6acd00,YES,NO,YES,"https://linkedin.com/in/contour-ventures","Contour Ventures is a vc firm focused on Fintech/SaaS/Digital Media investing at Seed stage.","Fintech/SaaS/Digital Media","Seed"
"Contrarian Ventures","Contrarian Ventures",c47ba5d4-d985-4b93-8ef6-399a4586af50,YES,YES,YES,"https://linkedin.com/in/contrarian-ventures","","Energy tech and e-mobility focused fund","Seed"
"Controller Garry Tan (Initialized)","Initialized Capital",748bfe19-4e01-46e1-a0a1-37067fcbf1e7,YES,YES,NO,"https://linkedin.com/in/controller-garry-tan","Controller Garry Tan is a partner at Initialized Capital. Backs technical founders at pre-seed and seed","SaaS; Consumer; Developer Tools; AI/ML","Pre-Seed; Seed"
"Conviction VC","Conviction VC",3b362026-f498-4570-bce0-61f8abb5e2be,YES,NO,NO,"https://linkedin.com/in/conviction-vc","A venture capital firm investing in early-stage technology companies.","AI; SaaS; Fintech","Seed; Series A"
"COO Alan Cohen (Dcvc)","DCVC",07f263bf-8fff-4a51-ab18-667863661112,YES,YES,NO,"https://linkedin.com/in/coo-alan-cohen","COO Alan Cohen is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Coordinator Richard AlfonsiBoard (Firstround)","Coordinator Richard AlfonsiBoard (Firstround)",ea824714-cd58-4e00-932d-20f774d0b313,YES,YES,YES,"https://linkedin.com/in/coordinator-richard-alfonsiboard","","AI; SaaS; Consumer","Seed; Series A"
"Corey Ritter","Corey Ritter",69418af2-b1d5-4e40-825f-ff99c8531497,YES,YES,YES,"https://linkedin.com/in/corey-ritter","Partner at Archventure","SaaS; AI/ML","Seed; Series A"
"Corey Ritter (Arch Venture Partners)","Corey Ritter (Arch Venture Partners)",9e3a4042-779f-4a92-971c-b473fa27b101,YES,NO,YES,"https://linkedin.com/in/corey-ritter","Corey Ritter is an investor at Arch Venture Partners focused on technology investing at seed and series_a stage.","technology","seed; series_a"
"Corey Ritter (Archventure)","Corey Ritter (Archventure)",82624f9f-baf2-4022-b1e2-8b230a13eeec,YES,YES,YES,"https://linkedin.com/in/corey-ritter","","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Corigin Ventures","Corigin Ventures",b9569ed0-4791-448f-b63c-eacfd32b3998,YES,NO,NO,"https://linkedin.com/in/corigin-ventures","Corigin Ventures is a vc firm focused on AI, SaaS, Fintech investing at Seed and Series A stage.","AI; SaaS; Fintech","Seed; Series A"
"Corner Table","Corner Table",87776b2b-be52-478c-8e18-db1229793170,YES,YES,NO,"https://linkedin.com/in/corner-table","","AI; SaaS; Cloud Computing","Seed; Series A"
"Cosmo Jiang","Cosmo Jiang",8d670b5b-f9b2-442c-be3d-f8058d19bb89,YES,YES,YES,"https://linkedin.com/in/cosmo-jiang","General Partner overseeing liquid token strategies","SaaS; AI/ML","Seed; Series A"
"Cosmo Jiang (Pantera Capital)","Cosmo Jiang (Pantera Capital)",27a19cfe-3ea2-405c-8319-6629b7d3ac1e,YES,YES,YES,"https://linkedin.com/in/cosmo-jiang","General Partner at Pantera Capital. Oversees liquid token strategies, 5+ years digital asset investing experience.","SaaS; AI/ML","Seed; Series A"
"cost of capital","cost of capital",980079a9-5add-4cdf-973b-3d02556b1807,YES,YES,YES,"","","SaaS; AI/ML",""
"cost of capital","cost of capital",c23cf42b-e77a-40d1-8044-a5f2028e377f,YES,YES,YES,"","","SaaS; AI/ML",""
"Counterview Capital","Counterview Capital",5cd2c6d7-b861-4c17-a42b-ce06eddc9652,YES,NO,NO,"https://linkedin.com/in/counterview-capital","Counterview Capital is a vc firm focused on AI, SaaS, Fintech investing at Seed and Series A stage.","AI; SaaS; Fintech","Seed; Series A"
"Court Square Capital Partners","Court Square Capital Partners",a628963f-b21b-4849-8ddd-3c8a022a2149,YES,YES,YES,"https://linkedin.com/in/court-square-capital-partners","PE firm backing tech services distributor Avant","SaaS; AI/ML","Seed; Series A"
"Courtney Chow","Battery Ventures",e30a750a-9daa-42e5-9420-792bf37723e2,YES,YES,YES,"https://linkedin.com/in/courtney-chow","Boston-based VC firm investing in software and life sciences.","AI/ML; API; SaaS","Seed; Series A; Series B"
"Cowboy Ventures","Cowboy Ventures",9f7c19bf-3b67-4fba-95f9-d2e15f53f03e,YES,YES,YES,"https://linkedin.com/in/cowboy-ventures","Seed stage venture capital firm","SaaS; AI/ML","Seed; Series A"
"CPP Investments","CPP Investments",f2726410-e431-41b1-bbe4-0f45542a9447,YES,YES,YES,"https://linkedin.com/in/cpp-investments","PE firm with GIP completing Allete take-private","SaaS; AI/ML","Seed; Series A"
"Craig Naylor (A16zcrypto)","Andreessen Horowitz",f4b78aab-7026-4663-9bd4-4fdedf3003a2,YES,YES,NO,"https://linkedin.com/in/craig-naylor","Craig Naylor is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI/ML; Crypto; SaaS; Consumer; Defense; Robotics","Seed; Series A; Series B; Growth"
"Creative Ventures","Creative Ventures",6ab6e1d7-81f7-4613-b189-db9386abedd8,YES,NO,YES,"https://linkedin.com/in/creative-ventures","Creative Ventures is a vc firm focused on Enterprise Software, AR/VR, Food/Beverage investing at Seed stage.","Enterprise Software; AR/VR; Food/Beverage; Hardware","Seed"
"Crispin Read","Crispin Read",ed13d527-d813-4e31-b614-a38c296e4983,YES,YES,YES,"","Managing Director at Insight Partners","SaaS; AI/ML",""
"Crosslink Capital","Crosslink Capital",6925d319-e8d0-49e4-ab60-ff14846a9a14,YES,YES,YES,"https://linkedin.com/in/crosslink-capital","Partnering with ambitious early-stage founders building category-defining companies.","technology","seed; series_a"
